run_id,true_stage,stage_id,q_color
85,early,0,0.2857177701051873
86,early,0,0.2875814402796224
87,early,0,0.2893291093590293
88,early,0,0.2909608366623936
89,early,0,0.292476919541907
90,early,0,0.2938778895966487
91,early,0,0.2951645082131444
92,early,0,0.2963377620217843
93,early,0,0.2973988580166796
94,early,0,0.2983492180865358
95,early,0,0.2991904732089655
96,middle,1,0.2999244579813612
97,middle,1,0.3005532038896633
98,middle,1,0.3010789330819709
99,middle,1,0.3015040515531672
100,middle,1,0.3018311420771272
101,middle,1,0.3020690494932344
102,middle,1,0.3022325432192163
103,middle,1,0.302336046771595
104,middle,1,0.3023936126918466
105,middle,1,0.302418898229824
106,middle,1,0.3024251420368648
107,middle,1,0.3024251420368648
108,middle,1,0.3024251420368648
109,middle,1,0.3024251420368648
110,middle,1,0.3024251420368648
111,middle,1,0.3024251420368648
112,middle,1,0.3024251420368648
113,middle,1,0.3024251420368648
114,middle,1,0.3024251420368648
115,middle,1,0.3024251420368648
116,middle,1,0.3024251420368648
117,middle,1,0.3024251420368648
118,middle,1,0.3024251420368648
119,middle,1,0.3024251420368648
120,middle,1,0.3024251420368648
121,middle,1,0.3024251420368648
122,middle,1,0.3024251420368648
123,middle,1,0.3024251420368648
124,middle,1,0.3024251420368648
125,middle,1,0.3024251420368648
126,middle,1,0.3024412137797824
127,middle,1,0.3026364281860637
128,middle,1,0.3030107851715685
129,middle,1,0.3035642847362966
130,middle,1,0.3042969268802481
131,middle,1,0.3052087116875634
132,middle,1,0.3062996390741022
133,middle,1,0.3075536372969468
134,middle,1,0.3088076355197915
135,middle,1,0.310061633742636
136,middle,1,0.3113156319654807
137,middle,1,0.3125696301883253
138,middle,1,0.3138236284111699
139,middle,1,0.3150776266340144
140,middle,1,0.3163316248568591
141,middle,1,0.3175856230797036
142,middle,1,0.3188396213025483
143,middle,1,0.3200936195253929
144,middle,1,0.3213476177482375
145,middle,1,0.3226016159710823
146,middle,1,0.3238556141939268
147,middle,1,0.3251096124167714
148,middle,1,0.326363610639616
149,middle,1,0.3276176088624607
150,middle,1,0.3288716070853052
151,middle,1,0.3301256053081499
152,middle,1,0.3313796035309944
153,middle,1,0.3326336017538391
154,middle,1,0.3338875999766836
155,middle,1,0.3351415981995282
156,middle,1,0.3363955964223728
157,middle,1,0.3376495946452175
158,middle,1,0.3389266209189708
159,middle,1,0.3402266750753522
160,middle,1,0.3415497572826421
161,middle,1,0.3428958675408408
162,middle,1,0.3442650056816676
163,middle,1,0.3456571718734029
164,middle,1,0.3470723660319067
165,middle,1,0.3484875601904105
166,middle,1,0.3499027544330546
167,middle,1,0.3513179485915584
168,middle,1,0.3527331427500622
169,middle,1,0.3541483369085658
170,middle,1,0.3555635310670696
171,middle,1,0.3569787253097137
172,middle,1,0.3583939194682176
173,middle,1,0.3598091136267213
174,middle,1,0.3612243078693654
175,middle,1,0.3626395020278692
176,middle,1,0.3640546962705133
177,middle,1,0.365469890429017
178,middle,1,0.3668850845875208
179,middle,1,0.368300278830165
180,middle,1,0.3697154729886687
181,middle,1,0.3711306671471724
182,middle,1,0.3725458613056763
183,middle,1,0.3739610554641798
184,middle,1,0.3753762497068241
185,middle,1,0.3767914438653277
186,middle,1,0.3782066380238316
187,middle,1,0.3796218321823353
188,middle,1,0.3810370263408391
189,middle,1,0.3824522205834832
190,middle,1,0.3842404922043516
191,middle,1,0.3864018412875842
192,middle,1,0.3889362679173217
193,middle,1,0.3918437719252833
194,middle,1,0.3951243534797499
195,middle,1,0.3987780124965807
196,middle,1,0.4028047489757763
197,middle,1,0.4068314854549716
198,middle,1,0.4108582219341671
199,middle,1,0.4148849584133625
200,middle,1,0.4189116948925581
201,middle,1,0.4229384313717534
202,middle,1,0.4269651678509489
203,middle,1,0.4309919042460039
204,middle,1,0.4350186407251992
205,middle,1,0.4390453772043946
206,middle,1,0.4430721135994497
207,middle,1,0.4470988500786451
208,middle,1,0.4511255865578406
209,middle,1,0.455152323037036
210,middle,1,0.4591790595162315
211,middle,1,0.4632057959954269
212,middle,1,0.4672325324746222
213,middle,1,0.4712592689538178
214,middle,1,0.4752860054330132
215,middle,1,0.4793127419122085
216,middle,1,0.4833394783072636
217,middle,1,0.4873662147864592
218,middle,1,0.4913929512656543
219,middle,1,0.4954196876607095
220,middle,1,0.4994464241399048
221,middle,1,0.5034731606191004
222,middle,1,0.5080172527216286
223,middle,1,0.5130787005316301
224,middle,1,0.5186575039649646
225,late,2,0.5247536630216317
226,late,2,0.5313671777016317
227,late,2,0.5384980480049646
228,late,2,0.5461462739316305
229,late,2,0.5537944998582961
230,late,2,0.5614427257849618
231,late,2,0.5690909517116278
232,late,2,0.5767391776382933
233,late,2,0.5843874036490995
234,late,2,0.5920356296599056
235,late,2,0.5996838556707117
236,late,2,0.6073320816815179
237,late,2,0.6149803076923238
238,late,2,0.6226285336189898
239,late,2,0.6302767595456554
240,late,2,0.6379249854723213
241,late,2,0.645573211398987
242,late,2,0.6532214373256527
243,late,2,0.6608696632523182
244,late,2,0.6685178891789844
245,late,2,0.6761661151897903
246,late,2,0.6838143412005964
247,late,2,0.6914625672114025
248,late,2,0.6991107932222087
249,late,2,0.7067590192330147
250,late,2,0.7144072451596807
251,late,2,0.7220554710863463
252,late,2,0.729703697013012
253,late,2,0.7373519229396778
254,late,2,0.7448714868279991
255,late,2,0.752262388677976
256,late,2,0.7595246284896082
257,late,2,0.7666582063470367
258,late,2,0.7736631222502615
259,late,2,0.7805393761151413
260,late,2,0.7872869679416767
261,late,2,0.7940345597682124
262,late,2,0.8007821515947479
263,late,2,0.8075297434212836
264,late,2,0.8142773352478189
265,late,2,0.8210249269902141
266,late,2,0.8277725187326093
267,late,2,0.8345201104750046
268,late,2,0.8412677022173995
269,late,2,0.8480152939597948
270,late,2,0.8547628857021901
271,late,2,0.8615104774445851
272,late,2,0.8682580691869803
273,late,2,0.8750056609293755
274,late,2,0.8817532527559108
275,late,2,0.8885008445824465
276,late,2,0.895248436408982
277,late,2,0.9019960282355176
278,late,2,0.9087436200620532
279,late,2,0.9154912118885886
280,late,2,0.9222388037151243
281,late,2,0.9289863954575196
282,late,2,0.9357339871999144
283,late,2,0.9424815789423098
284,late,2,0.949229170684705
285,late,2,0.9559767624271
286,late,2,0.9618936363706976
287,late,2,0.9669797925154976
288,late,2,0.9712352308615
289,late,2,0.9746599514087048
290,late,2,0.9772539541571122
291,late,2,0.9790172391067218
292,late,2,0.979949806257534
293,late,2,0.980882373408346
294,late,2,0.9818149405591582
295,late,2,0.9827475077099702
296,late,2,0.9836800748607823
297,late,2,0.9846126420115944
298,late,2,0.9855452091624064
299,late,2,0.9864777763132186
300,late,2,0.9874103434640308
301,late,2,0.9883429106148428
302,late,2,0.9892754777656552
303,late,2,0.9902080449164672
304,late,2,0.9911406120672792
305,late,2,0.9920731792180912
306,late,2,0.9930057463689036
307,late,2,0.9939383135197154
308,late,2,0.9948708806705276
309,late,2,0.9958034478213396
310,late,2,0.996736014972152
311,late,2,0.9976685821229638
312,late,2,0.998601149273776
313,late,2,0.999067432849182
314,late,2,0.9995337164245882
315,late,2,0.999999999999994
