Setting,Task,Train_conditions,Test_condition,condition,run_id,true_stage,pred_stage,p_E,p_M,p_L,q_hat
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,27,early,early,0.8026954364628001,0.1690489902884275,0.0282555732477724,0.3078640401363373
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,28,early,early,0.8020173218500408,0.1691155764072476,0.0288671017417115,0.3099313974380493
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,29,early,early,0.8013597668820766,0.1691262066973263,0.0295140264195971,0.3116342723369598
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,30,early,early,0.8018428399421317,0.168619661693598,0.0295374983632703,0.3117468953132629
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,31,early,early,0.8028580937794058,0.1682129919014952,0.0289289143180991,0.3110613524913788
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,32,early,early,0.8028051641836532,0.1682998134214225,0.0288950223939242,0.3113666176795959
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,33,early,early,0.8003540784359919,0.1693429508565427,0.0303029707064653,0.315070778131485
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,34,early,early,0.8009427566183811,0.1690365785922269,0.0300206647883919,0.3147376775741577
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,35,early,early,0.8009128824560735,0.1688525053307702,0.0302346122121562,0.3150098919868469
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,36,early,early,0.8009393961824328,0.1686780983380215,0.0303825054785456,0.3151459991931915
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,37,early,early,0.8006018329630687,0.1688393759064217,0.0305587911295094,0.3162166178226471
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,38,early,early,0.8012607745605289,0.1683333095660835,0.0304059158723875,0.3156184256076813
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,39,early,early,0.8019540851517218,0.1678646633270008,0.0301812515202774,0.3148040771484375
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,40,early,early,0.8023343632764024,0.1675401374044359,0.0301254993181616,0.3143441081047058
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,41,early,early,0.8020549559488086,0.1676170267903926,0.0303280172597987,0.3148829936981201
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,42,early,early,0.8027285669293437,0.1672745424098143,0.0299968906598418,0.3142290115356445
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,43,early,early,0.8027509047105347,0.1672327081829251,0.0300163871055403,0.3146074116230011
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,44,early,early,0.8028267907907763,0.1672493773420507,0.0299238318661729,0.3146856725215912
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,45,early,early,0.8032589442288806,0.1670936108179392,0.0296474449521802,0.3142805397510528
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,46,early,early,0.8033240579804172,0.1671099952014313,0.0295659468171515,0.3140695989131927
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,47,early,early,0.8034631913293565,0.1670879754216955,0.0294488332479479,0.3135731518268585
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,48,early,early,0.8031715484680783,0.1672350967897049,0.0295933547412168,0.3139807879924774
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,49,early,early,0.8030611968140932,0.1673132978620367,0.0296255053228701,0.3140125572681427
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,50,early,early,0.8030760729657436,0.1673765053932989,0.0295474216399574,0.3139515221118927
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,51,early,early,0.8027949948735397,0.167456483408767,0.0297485217166932,0.3139895796775818
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,52,early,early,0.8027843713290079,0.1675090182420653,0.0297066104279267,0.3139166235923767
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,53,early,early,0.8022483715907237,0.1678368726219074,0.0299147557863688,0.3142459690570831
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,54,early,early,0.8022746544509125,0.1678401257634258,0.0298852197846617,0.3140441179275512
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,55,early,early,0.8020535821311001,0.1679717629238853,0.0299746549440145,0.3138479888439178
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,56,early,early,0.8018509313453781,0.1681146052061349,0.0300344634474869,0.3140413165092468
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,57,early,early,0.8015158372742281,0.168372399306242,0.0301117634185297,0.313986986875534
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,58,early,early,0.801120461017069,0.1686357351792072,0.0302438038027238,0.3144641518592834
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,59,early,early,0.8002153377224985,0.1691633295559685,0.0306213327205328,0.3149747848510742
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,60,early,early,0.800697520038307,0.1689971789399914,0.0303053010207015,0.3139299750328064
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,61,early,early,0.8002397663030819,0.1693380429336676,0.0304221907622504,0.3139846622943878
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,62,early,early,0.8008792696012221,0.1690787613605615,0.0300419690372164,0.3127076923847198
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,63,early,early,0.7999044767079317,0.1697280643697926,0.0303674589212756,0.3134672343730926
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,64,early,early,0.8000546588171578,0.1697703172551717,0.0301750239266704,0.3127025365829468
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,65,early,early,0.797379604211103,0.1715473927595341,0.0310730030283629,0.3135284185409546
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,66,early,early,0.7989682347770422,0.1710929909327145,0.0299387742892433,0.3103943467140198
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,67,early,early,0.7981717040234955,0.172034855350002,0.0297934406255025,0.3094955682754516
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,68,early,early,0.7974797755205401,0.1729278943272529,0.029592330151207,0.3083721101284027
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,69,early,early,0.7946113198021306,0.1756337151101774,0.0297549650866919,0.3084401488304138
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,70,early,early,0.7896229555163786,0.1805823013654396,0.0297947431171817,0.308464378118515
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,71,early,early,0.7834558495382836,0.1867895687522513,0.0297545817084649,0.3090978264808655
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,72,early,early,0.7770052874142886,0.1934518945780535,0.0295428180066577,0.3092461228370666
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,73,early,early,0.7639168609158516,0.2061100729477442,0.0299730661354042,0.3122855126857757
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,74,early,early,0.7518513431611575,0.2183013708538762,0.0298472859839662,0.3142326176166534
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,75,early,early,0.7382542251020077,0.231879263376893,0.0298665115200993,0.3150412738323211
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,76,early,early,0.7440548726716987,0.2264763188723635,0.0294688084549377,0.3135818839073181
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,77,early,early,0.7280775806087894,0.2421059503331722,0.0298164690570385,0.3152060508728027
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,78,early,early,0.7467430146707313,0.2238472542678382,0.0294097310604304,0.3135575950145721
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,79,early,early,0.7435730173278775,0.2273216061609247,0.0291053765101977,0.3137466013431549
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,80,early,early,0.7572546856430756,0.2139718639596105,0.0287734503963138,0.3113353252410888
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,81,early,early,0.756034504709794,0.2149191277886197,0.0290463675005862,0.3113983273506164
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,82,early,early,0.7635133244891368,0.207852135822749,0.0286345396871142,0.3096823394298553
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,83,early,early,0.7610229946145813,0.2102736993600556,0.028703306024363,0.310418963432312
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,84,early,early,0.7606640664900853,0.2107591691316318,0.0285767643772828,0.3109642565250397
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,85,early,early,0.7577263497424698,0.2135405350320058,0.0287331152245243,0.311882883310318
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,86,early,early,0.7498388109157292,0.221722739914719,0.0284384491685518,0.3126855492591858
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,87,early,early,0.765578054802446,0.2063675246053235,0.0280544205912305,0.309125691652298
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,88,early,early,0.7438154898024106,0.2274817824946258,0.0287027277019635,0.3129116594791412
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,89,early,early,0.75693395591441,0.2147041798295783,0.0283618642550115,0.3109801411628723
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,90,early,early,0.7270519398798401,0.2436670529611957,0.0292810071579642,0.3156977593898773
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,91,early,early,0.7473697205803831,0.2238057718248258,0.0288245075937911,0.3136503100395202
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,92,early,early,0.7226620621953765,0.2477840431274216,0.0295538946762018,0.3168542087078094
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,93,early,early,0.7409006175790389,0.230417664947134,0.0286817174728271,0.313597172498703
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,94,early,early,0.7033441768818716,0.2669723190958098,0.0296835040213185,0.317202478647232
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,95,early,early,0.7022278377396431,0.2678911309640198,0.029881031295337,0.3187629282474518
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,96,middle,early,0.6547435538478421,0.3141263701970643,0.0311300759540935,0.3235552906990051
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,97,middle,early,0.5969581015941916,0.3693505399169803,0.0336913584878281,0.3329618275165558
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,98,middle,early,0.5734191173136164,0.393378063743366,0.0332028189420175,0.3305853009223938
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,99,middle,middle,0.426485348280084,0.5411980454045078,0.0323166063144081,0.3449746668338775
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,100,middle,middle,0.3516604192715095,0.61581723734925,0.0325223433782405,0.3509990870952606
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,101,middle,middle,0.264164357019588,0.7029550821490416,0.0328805608303704,0.3583870530128479
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,102,middle,middle,0.2140905592134244,0.753047083037291,0.0328623577482845,0.3606160879135132
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,103,middle,middle,0.1576966679828241,0.8105054274009266,0.0317979046152493,0.3712436556816101
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,104,middle,middle,0.1418678578203688,0.8254553496274696,0.0326767925511615,0.3763264715671539
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,105,middle,middle,0.1335030178486791,0.8312949111213875,0.0352020710289333,0.3822427093982696
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,106,middle,middle,0.1319847972656135,0.8296473881804557,0.0383678145529308,0.387362003326416
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,107,middle,middle,0.128395211835458,0.8314959545629627,0.0401088336005792,0.3914283812046051
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,108,middle,middle,0.1938204758998416,0.7584558054286298,0.0477237186705285,0.3715085387229919
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,109,middle,middle,0.1489269072755228,0.808762937333992,0.0423101553894852,0.3839682340621948
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,110,middle,middle,0.1740065004823428,0.7804582542870746,0.0455352452295825,0.3798668086528778
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,111,middle,middle,0.1407921672254916,0.8175799740208635,0.0416278587526448,0.3889430165290832
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,112,middle,middle,0.1732102410471908,0.780485736549255,0.0463040224025542,0.3833206593990326
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,113,middle,middle,0.1271340758608454,0.8322596304936712,0.0406062936444833,0.3942066431045532
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,114,middle,middle,0.137646710959325,0.8200004046080194,0.0423528844316556,0.3925613164901733
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,115,middle,middle,0.1079513430063355,0.853587099475534,0.0384615575171303,0.4018578827381134
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,116,middle,middle,0.1126162620231018,0.849350389435927,0.0380333485399711,0.4001576900482178
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,117,middle,middle,0.0943675267442961,0.8694674137935778,0.036165059461126,0.408061534166336
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,118,middle,middle,0.0854051663219119,0.8787892903214488,0.0358055433556391,0.4128243029117584
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,119,middle,middle,0.1356232116274243,0.8207070065013654,0.0436697818702104,0.3873389661312103
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,120,middle,middle,0.0972498516710651,0.8588953805262495,0.0438547678016853,0.4130915105342865
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,121,middle,middle,0.1037180773461458,0.8522922746427367,0.0439896480101174,0.4116634726524353
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,122,middle,middle,0.0923123897230651,0.8614499315188344,0.0462376787571004,0.4215054810047149
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,123,middle,middle,0.1201355552168475,0.8248686486181417,0.0549957961640108,0.4168263971805572
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,124,middle,middle,0.0926688548372395,0.8565823199406,0.0507488252211605,0.4278404712677002
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,125,middle,middle,0.0919226577990366,0.86020747793333,0.0478698642666333,0.4262342154979706
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,126,middle,middle,0.0809277044174501,0.8738292103176265,0.0452430852639233,0.4290044605731964
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,127,middle,middle,0.0886168398973937,0.8645364608620705,0.0468466992395358,0.4268254935741424
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,128,middle,middle,0.0809537018079067,0.8728554077775728,0.0461908904135205,0.4294538199901581
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,129,middle,middle,0.0682224523117317,0.8868790449894248,0.0448985026978434,0.4375171959400177
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,130,middle,middle,0.0648730768428807,0.8942870685684949,0.0408398545876243,0.4343295097351074
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,131,middle,middle,0.0567962390452971,0.9063562928941824,0.0368474680595204,0.4387990832328796
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,132,middle,middle,0.0547943638819416,0.9119780823209008,0.0332275537961575,0.4346560537815094
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,133,middle,middle,0.0491692993475941,0.9224241077583534,0.0284065928930525,0.4353275299072265
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,134,middle,middle,0.0486707606532751,0.9252460388875388,0.026083200458186,0.4309222400188446
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,135,middle,middle,0.0459007908255671,0.9306537900054378,0.0234454191679951,0.4297479689121246
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,136,middle,middle,0.0454240989798566,0.9320193892967796,0.0225565117223637,0.4285219311714172
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,137,middle,middle,0.0435351839852306,0.9357319355408876,0.0207328804728818,0.4278712272644043
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,138,middle,middle,0.0429724403390222,0.9365654246554,0.0204621350045779,0.4283150732517242
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,139,middle,middle,0.0422522492675253,0.938405181019416,0.0193425697120586,0.4269555807113647
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,140,middle,middle,0.0433892445079867,0.9377697995504922,0.018840955940521,0.4241167306900024
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,141,middle,middle,0.0424178431265818,0.939162256358075,0.0184199005143431,0.4247055947780609
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,142,middle,middle,0.0424455200771541,0.9389810154639612,0.0185734644578847,0.4249184727668762
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,143,middle,middle,0.041975642480853,0.9396988798650028,0.0183254776531443,0.4253987073898315
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,144,middle,middle,0.0423147233811192,0.9389891963316064,0.0186960802862744,0.4255416095256805
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,145,middle,middle,0.0416261387328743,0.9400046377210598,0.0183692235450658,0.4261387288570404
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,146,middle,middle,0.042004228783168,0.939913564526301,0.0180822066895309,0.4248850643634796
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,147,middle,middle,0.0412001687762076,0.9405069281704748,0.0182929030523175,0.4265471398830414
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,148,middle,middle,0.0412767200029018,0.9404630596100554,0.0182602203860428,0.426365315914154
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,149,middle,middle,0.0410082130469015,0.9409146655527112,0.0180771213993871,0.4267035722732544
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,150,middle,middle,0.0427576418582169,0.9390470855212916,0.0181952726194916,0.4238331913948059
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,151,middle,middle,0.0413295041848268,0.9404374003007466,0.0182330955134266,0.4265187978744507
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,152,middle,middle,0.041499251112127,0.9401765142736956,0.0183242346131772,0.4262696802616119
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,153,middle,middle,0.041066432313773,0.9403571938458888,0.018576373839338,0.4278616309165954
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,154,middle,middle,0.0416907160665338,0.9391745456674908,0.0191347382649754,0.4277268350124359
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,155,middle,middle,0.0409038572172435,0.9395680063606688,0.0195281364210876,0.4301285147666931
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,156,middle,middle,0.0415390760463563,0.9392398916002864,0.0192210323523571,0.4284645617008209
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,157,middle,middle,0.0412818942757744,0.9387834703564764,0.0199346353667492,0.4306905567646026
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,158,middle,middle,0.0411500588823567,0.938781360507438,0.0200685806092055,0.4316525459289551
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,159,middle,middle,0.0413048655083574,0.9386866826372589,0.0200084518533838,0.4313222169876098
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,160,middle,middle,0.0412763190187527,0.9394208696069044,0.0193028113733427,0.4301644563674927
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,161,middle,middle,0.0381775994826734,0.9402304290183484,0.0215919714979783,0.4432609975337982
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,162,middle,middle,0.0389318110046514,0.9405733836454836,0.0204948053488649,0.4383268356323242
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,163,middle,middle,0.0392387606262603,0.9399730636436854,0.0207881757290542,0.4382815062999725
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,164,middle,middle,0.0389305707176267,0.93889080571286,0.0221786235685134,0.4415684342384338
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,165,middle,middle,0.0383022821802372,0.9386765453317978,0.023021172486965,0.4447148442268371
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,166,middle,middle,0.0379983308956953,0.9373568635299476,0.0246448055733571,0.4483802616596222
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,167,middle,middle,0.0373206939775533,0.9370453451688944,0.0256339608525522,0.4518507719039917
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,168,middle,middle,0.0373687679973469,0.9325034166612536,0.0301278153403995,0.4615802466869354
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,169,middle,middle,0.0371787551622675,0.9237291855633424,0.0390920592733902,0.4769752621650696
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,170,middle,middle,0.0386437668162403,0.9088721791222956,0.052484054060464,0.4937328994274139
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,171,middle,middle,0.0408365377168394,0.890167195187948,0.0689962670942127,0.5066495537757874
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,172,middle,middle,0.0447613169883781,0.8731752346490782,0.0820634483615436,0.5111013650894165
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,173,middle,middle,0.0448056207644817,0.8619668114524505,0.0932275677820678,0.5211360454559326
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,174,middle,middle,0.0462609397012599,0.8446081100849989,0.1091309502127411,0.5302408933639526
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,175,middle,middle,0.0474597874336057,0.8114790444335774,0.1410611681318168,0.5469637513160706
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,176,middle,middle,0.0474932698388266,0.8350695338420167,0.1174371963181567,0.5334513187408447
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,177,middle,middle,0.046886893771673,0.8212530940393671,0.1318600121879599,0.5426700115203857
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,178,middle,middle,0.0468183821976599,0.8305703851290819,0.1226112326722582,0.536499559879303
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,179,middle,middle,0.0452527006018664,0.8425261560841034,0.11222114331303,0.532020628452301
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,180,middle,middle,0.0442192612629808,0.8701260653686065,0.0856546733674128,0.5147064924240112
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,181,middle,middle,0.0421373758406349,0.8818631451020303,0.0759994790563348,0.5092993974685669
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,182,middle,middle,0.0417126010653345,0.8886488791841718,0.0696385197494936,0.5042663216590881
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,183,middle,middle,0.0415888316339496,0.8980544029243979,0.0603567654406525,0.4964386522769928
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,184,middle,middle,0.0413984792211914,0.8940228609727684,0.0645786598050401,0.5007622241973877
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,185,middle,middle,0.0401280423884014,0.9086396075474188,0.05123235006318,0.4861873090267181
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,186,middle,middle,0.038613214736698,0.9219701960041832,0.0394165892581186,0.4728548526763916
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,187,middle,middle,0.0393477394685054,0.9238999580305048,0.0367523024999898,0.4676879346370697
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,188,middle,middle,0.0378344901237629,0.9307718163765574,0.0313936934986796,0.4622880220413208
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,189,middle,middle,0.0382464151200367,0.932594471316038,0.0291591135629252,0.4571554660797119
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,190,middle,middle,0.0375930459805458,0.9362581972630774,0.0261487567553768,0.4520007669925689
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,191,middle,middle,0.0386088339362609,0.9372981929108416,0.0240929731518976,0.4459792673587799
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,192,middle,middle,0.0379260454971377,0.9398614670201332,0.0222124874817289,0.4434925317764282
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,193,middle,middle,0.0365977247411226,0.9407951489279684,0.022607126329909,0.4478960633277893
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,194,middle,middle,0.0368981478408613,0.9427568761426643,0.0203449760154742,0.4426604211330414
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,195,middle,middle,0.0370298148728896,0.9437835515173504,0.0191866336087598,0.4397811889648437
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,196,middle,middle,0.0371363046022464,0.9446220037431317,0.0182416916536219,0.4371850192546844
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,197,middle,middle,0.0364388300115707,0.945717990067797,0.0178431799196322,0.437868982553482
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,198,middle,middle,0.0366841235155974,0.9459506070721494,0.0173652694112531,0.4356366991996765
Dual-source,D1_C1C4_to_C6,C1+C4,C6,C6,199,middle,middle,0.0366868516979584,0.9465709723033944,0.0167421759976471,0.4344080984592438
