sequence_id,domain_id,order_key,VB,ctime,source_file,VB_smooth,q_true,rate_norm,stage,stage_id
T1,M1,31,37,180,M1T1R31C180VB37.h5,36.42857142857143,0.21288971614704377,0.5999999999355294,early,0
T1,M1,32,38,184,M1T1R32C184VB38.h5,37.285714285714285,0.2184737087017203,0.5399999999419763,early,0
T1,M1,33,38,188,M1T1R33C188VB38.h5,38.0,0.22312703583061744,0.4999999999462757,early,0
T1,M1,34,38,191,M1T1R34C191VB38.h5,38.57142857142857,0.22684969753373513,0.4599999999505726,early,0
T1,M1,35,39,195,M1T1R35C195VB39.h5,39.142857142857146,0.23057235923685288,0.41999999995487086,early,0
T1,M1,36,39,199,M1T1R36C199VB39.h5,39.714285714285715,0.23429502093997057,0.3999999999570196,early,0
T1,M1,37,41,221,M1T1R37C221VB41.h5,40.285714285714285,0.23801768264308826,0.3999999999570208,early,0
T1,M1,38,41,225,M1T1R38C225VB41.h5,40.857142857142854,0.24174034434620595,0.3999999999570196,early,0
T1,M1,39,42,228,M1T1R39C228VB42.h5,41.42857142857143,0.2454630060493237,0.3599999999613172,early,0
T1,M1,40,42,232,M1T1R40C232VB42.h5,42.0,0.2491856677524414,0.33999999996346775,early,0
T1,M1,41,42,236,M1T1R41C236VB42.h5,42.285714285714285,0.2510469986040002,0.29999999996776533,early,0
T1,M1,42,43,240,M1T1R42C240VB43.h5,42.714285714285715,0.25383899488133854,0.25999999997206286,early,0
T1,M1,43,43,244,M1T1R43C244VB43.h5,43.0,0.25570032573289736,0.23999999997421226,early,0
T1,M1,44,43,248,M1T1R44C248VB43.h5,43.285714285714285,0.25756165658445623,0.23999999997421226,early,0
T1,M1,45,44,252,M1T1R45C252VB44.h5,43.714285714285715,0.2603536528617945,0.21999999997636044,early,0
T1,M1,46,44,255,M1T1R46C255VB44.h5,44.0,0.26221498371335333,0.25999999997206286,early,0
T1,M1,47,44,259,M1T1R47C259VB44.h5,44.285714285714285,0.2640763145649122,0.2799999999699135,early,0
T1,M1,48,45,263,M1T1R48C263VB45.h5,44.857142857142854,0.2677989762680299,0.2999999999677641,early,0
T1,M1,49,45,267,M1T1R49C267VB45.h5,45.285714285714285,0.2705909725453682,0.33999999996346775,early,0
T1,M1,50,45,271,M1T1R50C271VB45.h5,45.857142857142854,0.27431363424848587,0.3599999999613172,early,0
T1,M1,51,47,291,M1T1R51C291VB47.h5,46.42857142857143,0.2780362959516036,0.3599999999613184,early,0
T1,M1,52,47,295,M1T1R52C295VB47.h5,46.857142857142854,0.28082829222894184,0.37999999995916894,early,0
T1,M1,53,48,299,M1T1R53C299VB48.h5,47.42857142857143,0.2845509539320596,0.33999999996346775,early,0
T1,M1,54,48,303,M1T1R54C303VB48.h5,48.0,0.2882736156351773,0.3199999999656159,early,0
T1,M1,55,48,307,M1T1R55C307VB48.h5,48.285714285714285,0.29013494648673616,0.29999999996776533,early,0
T1,M1,56,49,310,M1T1R56C310VB49.h5,48.714285714285715,0.29292694276407444,0.2799999999699135,early,0
T1,M1,57,49,314,M1T1R57C314VB49.h5,49.0,0.29478827361563326,0.25999999997206286,early,0
T1,M1,58,49,318,M1T1R58C318VB49.h5,49.42857142857143,0.29758026989297154,0.25999999997206286,early,0
T1,M1,59,50,341,M1T1R59C341VB50.h5,49.857142857142854,0.3003722661703098,0.23999999997421226,early,0
T1,M1,60,50,345,M1T1R60C345VB50.h5,50.142857142857146,0.3022335970218687,0.23999999997421226,early,0
T1,M1,61,51,349,M1T1R61C349VB51.h5,50.42857142857143,0.30409492787342757,0.1999999999785098,early,0
T1,M1,62,51,353,M1T1R62C353VB51.h5,50.714285714285715,0.3059562587249864,0.15999999998280856,early,0
T1,M1,63,51,357,M1T1R63C357VB51.h5,50.857142857142854,0.3068869241507658,0.11999999998710613,early,0
T1,M1,64,51,360,M1T1R64C360VB51.h5,51.0,0.30781758957654526,0.07999999999140368,early,0
T1,M1,65,51,364,M1T1R65C364VB51.h5,51.0,0.30781758957654526,0.059999999993553065,early,0
T1,M1,66,51,386,M1T1R66C386VB51.h5,51.0,0.30781758957654526,0.059999999993553065,early,0
T1,M1,67,51,390,M1T1R67C390VB51.h5,51.142857142857146,0.30874825500232467,0.059999999993553065,early,0
T1,M1,68,51,394,M1T1R68C394VB51.h5,51.285714285714285,0.3096789204281041,0.07999999999140368,early,0
T1,M1,69,51,397,M1T1R69C397VB51.h5,51.42857142857143,0.31060958585388354,0.0999999999892543,early,0
T1,M1,70,52,401,M1T1R70C401VB52.h5,51.57142857142857,0.31154025127966295,0.0999999999892543,early,0
T1,M1,71,52,405,M1T1R71C405VB52.h5,51.714285714285715,0.31247091670544236,0.0999999999892555,early,0
T1,M1,72,52,409,M1T1R72C409VB52.h5,51.857142857142854,0.31340158213122177,0.07999999999140368,early,0
T1,M1,73,52,413,M1T1R73C413VB52.h5,52.0,0.31433224755700123,0.059999999993553065,early,0
T1,M1,74,52,417,M1T1R74C417VB52.h5,52.0,0.31433224755700123,0.03999999999570244,early,0
T1,M1,75,52,420,M1T1R75C420VB52.h5,52.0,0.31433224755700123,0.03999999999570244,early,0
T1,M1,76,52,424,M1T1R76C424VB52.h5,52.0,0.31433224755700123,0.039999999995701245,early,0
T1,M1,77,52,428,M1T1R77C428VB52.h5,52.142857142857146,0.31526291298278064,0.059999999993553065,early,0
T1,M1,78,52,432,M1T1R78C432VB52.h5,52.285714285714285,0.31619357840856005,0.07999999999140368,early,0
T1,M1,79,52,436,M1T1R79C436VB52.h5,52.42857142857143,0.3171242438343395,0.0999999999892543,early,0
T1,M1,80,53,456,M1T1R80C456VB53.h5,52.57142857142857,0.3180549092601189,0.0999999999892543,early,0
T1,M1,81,53,460,M1T1R81C460VB53.h5,52.714285714285715,0.31898557468589833,0.0999999999892555,early,0
T1,M1,82,53,464,M1T1R82C464VB53.h5,52.857142857142854,0.31991624011167774,0.07999999999140368,early,0
T1,M1,83,53,468,M1T1R83C468VB53.h5,53.0,0.3208469055374572,0.07999999999140488,early,0
T1,M1,84,53,472,M1T1R84C472VB53.h5,53.0,0.3208469055374572,0.07999999999140368,early,0
T1,M1,85,53,475,M1T1R85C475VB53.h5,53.142857142857146,0.32177757096323667,0.07999999999140488,early,0
T1,M1,86,53,479,M1T1R86C479VB53.h5,53.285714285714285,0.322708236389016,0.07999999999140368,early,0
T1,M1,87,53,483,M1T1R87C483VB53.h5,53.42857142857143,0.3236389018147955,0.0999999999892555,early,0
T1,M1,88,54,506,M1T1R88C506VB54.h5,53.57142857142857,0.3245695672405749,0.09999999998925312,early,0
T1,M1,89,54,510,M1T1R89C510VB54.h5,53.714285714285715,0.32550023266635436,0.0999999999892555,early,0
T1,M1,90,54,514,M1T1R90C514VB54.h5,53.857142857142854,0.3264308980921337,0.07999999999140368,early,0
T1,M1,91,54,518,M1T1R91C518VB54.h5,54.0,0.3273615635179132,0.059999999993553065,early,0
T1,M1,92,54,522,M1T1R92C522VB54.h5,54.0,0.3273615635179132,0.039999999995701245,early,0
T1,M1,93,54,525,M1T1R93C525VB54.h5,54.0,0.3273615635179132,0.03999999999570363,early,0
T1,M1,94,54,529,M1T1R94C529VB54.h5,54.0,0.3273615635179132,0.03999999999570244,early,0
T1,M1,95,54,551,M1T1R95C551VB54.h5,54.142857142857146,0.32829222894369264,0.059999999993553065,early,0
T1,M1,96,54,555,M1T1R96C555VB54.h5,54.285714285714285,0.32922289436947205,0.07999999999140368,early,0
T1,M1,97,54,559,M1T1R97C559VB54.h5,54.42857142857143,0.33015355979525146,0.0999999999892555,early,0
T1,M1,98,55,562,M1T1R98C562VB55.h5,54.57142857142857,0.33108422522103087,0.0999999999892543,early,0
T1,M1,99,55,566,M1T1R99C566VB55.h5,54.714285714285715,0.33201489064681033,0.0999999999892543,early,0
T1,M1,100,55,570,M1T1R100C570VB55.h5,54.857142857142854,0.33294555607258974,0.07999999999140368,early,0
T1,M1,101,55,574,M1T1R101C574VB55.h5,55.0,0.33387622149836915,0.059999999993553065,early,0
T1,M1,102,55,578,M1T1R102C578VB55.h5,55.0,0.33387622149836915,0.039999999995701245,early,0
T1,M1,103,55,582,M1T1R103C582VB55.h5,55.0,0.33387622149836915,0.019999999997850623,early,0
T1,M1,104,55,585,M1T1R104C585VB55.h5,55.0,0.33387622149836915,0.0,early,0
T1,M1,105,55,589,M1T1R105C589VB55.h5,55.0,0.33387622149836915,0.019999999997851816,early,0
T1,M1,106,55,593,M1T1R106C593VB55.h5,55.0,0.33387622149836915,0.03999999999570244,early,0
T1,M1,107,55,597,M1T1R107C597VB55.h5,55.142857142857146,0.3348068869241486,0.05999999999355425,early,0
T1,M1,108,55,601,M1T1R108C601VB55.h5,55.285714285714285,0.335737552349928,0.07999999999140368,early,0
T1,M1,109,55,621,M1T1R109C621VB55.h5,55.42857142857143,0.3366682177757075,0.0999999999892555,early,0
T1,M1,110,56,625,M1T1R110C625VB56.h5,55.57142857142857,0.33759888320148684,0.0999999999892543,early,0
T1,M1,111,56,629,M1T1R111C629VB56.h5,55.714285714285715,0.3385295486272663,0.0999999999892555,early,0
T1,M1,112,56,633,M1T1R112C633VB56.h5,55.857142857142854,0.3394602140530457,0.07999999999140368,early,0
T1,M1,113,56,637,M1T1R113C637VB56.h5,56.0,0.3403908794788252,0.05999999999355425,early,0
T1,M1,114,56,640,M1T1R114C640VB56.h5,56.0,0.3403908794788252,0.03999999999570244,early,0
T1,M1,115,56,644,M1T1R115C644VB56.h5,56.0,0.3403908794788252,0.019999999997851816,early,0
T1,M1,116,56,648,M1T1R116C648VB56.h5,56.0,0.3403908794788252,0.019999999997850623,early,0
T1,M1,117,56,671,M1T1R117C671VB56.h5,56.0,0.3403908794788252,0.039999999995701245,early,0
T1,M1,118,56,675,M1T1R118C675VB56.h5,56.142857142857146,0.3413215449046046,0.059999999993553065,early,0
T1,M1,119,56,679,M1T1R119C679VB56.h5,56.285714285714285,0.342252210330384,0.07999999999140368,early,0
T1,M1,120,56,683,M1T1R120C683VB56.h5,56.42857142857143,0.34318287575616346,0.0999999999892543,early,0
T1,M1,121,57,687,M1T1R121C687VB57.h5,56.57142857142857,0.3441135411819429,0.0999999999892543,early,0
T1,M1,122,57,690,M1T1R122C690VB57.h5,56.714285714285715,0.3450442066077223,0.0999999999892555,early,0
T1,M1,123,57,694,M1T1R123C694VB57.h5,56.857142857142854,0.3459748720335017,0.07999999999140368,early,0
T1,M1,124,57,716,M1T1R124C716VB57.h5,57.0,0.34690553745928115,0.059999999993553065,early,0
T1,M1,125,57,720,M1T1R125C720VB57.h5,57.0,0.34690553745928115,0.03999999999570244,early,0
T1,M1,126,57,723,M1T1R126C723VB57.h5,57.0,0.34690553745928115,0.019999999997851816,early,0
T1,M1,127,57,727,M1T1R127C727VB57.h5,57.0,0.34690553745928115,0.019999999997850623,early,0
T1,M1,128,57,731,M1T1R128C731VB57.h5,57.0,0.34690553745928115,0.039999999995701245,early,0
T1,M1,129,57,735,M1T1R129C735VB57.h5,57.142857142857146,0.34783620288506056,0.059999999993553065,early,0
T1,M1,130,57,739,M1T1R130C739VB57.h5,57.285714285714285,0.34876686831084,0.07999999999140368,early,0
T1,M1,131,57,743,M1T1R131C743VB57.h5,57.42857142857143,0.34969753373661944,0.0999999999892543,early,0
T1,M1,132,58,747,M1T1R132C747VB58.h5,57.57142857142857,0.35062819916239885,0.0999999999892543,early,0
T1,M1,133,58,750,M1T1R133C750VB58.h5,57.714285714285715,0.35155886458817825,0.0999999999892555,early,0
T1,M1,134,58,754,M1T1R134C754VB58.h5,57.857142857142854,0.35248953001395766,0.07999999999140368,early,0
T1,M1,135,58,758,M1T1R135C758VB58.h5,58.0,0.35342019543973713,0.059999999993553065,early,0
T1,M1,136,58,762,M1T1R136C762VB58.h5,58.0,0.35342019543973713,0.03999999999570244,early,0
T1,M1,137,58,766,M1T1R137C766VB58.h5,58.0,0.35342019543973713,0.019999999997851816,early,0
T1,M1,138,58,786,M1T1R138C786VB58.h5,58.0,0.35342019543973713,0.019999999997851816,early,0
T1,M1,139,58,790,M1T1R139C790VB58.h5,58.0,0.35342019543973713,0.039999999995701245,early,0
T1,M1,140,58,794,M1T1R140C794VB58.h5,58.142857142857146,0.3543508608655166,0.059999999993553065,early,0
T1,M1,141,58,798,M1T1R141C798VB58.h5,58.285714285714285,0.35528152629129595,0.07999999999140368,early,0
T1,M1,142,58,802,M1T1R142C802VB58.h5,58.42857142857143,0.3562121917170754,0.0999999999892555,early,0
T1,M1,143,59,805,M1T1R143C805VB59.h5,58.57142857142857,0.3571428571428548,0.09999999998925312,early,0
T1,M1,144,59,809,M1T1R144C809VB59.h5,58.714285714285715,0.3580735225686343,0.0999999999892555,early,0
T1,M1,145,59,813,M1T1R145C813VB59.h5,58.857142857142854,0.35900418799441364,0.07999999999140368,early,0
T1,M1,146,59,836,M1T1R146C836VB59.h5,59.0,0.3599348534201931,0.07999999999140488,early,0
T1,M1,147,59,840,M1T1R147C840VB59.h5,59.0,0.3599348534201931,0.07999999999140368,early,0
T1,M1,148,59,844,M1T1R148C844VB59.h5,59.142857142857146,0.36086551884597257,0.07999999999140488,early,0
T1,M1,149,59,848,M1T1R149C848VB59.h5,59.285714285714285,0.361796184271752,0.07999999999140368,early,0
T1,M1,150,59,852,M1T1R150C852VB59.h5,59.42857142857143,0.3627268496975314,0.0999999999892555,early,0
T1,M1,151,60,855,M1T1R151C855VB60.h5,59.57142857142857,0.3636575151233108,0.0999999999892543,early,0
T1,M1,152,60,859,M1T1R152C859VB60.h5,59.714285714285715,0.36458818054909026,0.11999999998710613,early,0
T1,M1,153,60,881,M1T1R153C881VB60.h5,59.857142857142854,0.36551884597486967,0.11999999998710613,early,0
T1,M1,154,60,885,M1T1R154C885VB60.h5,60.142857142857146,0.36738017682642854,0.11999999998710613,early,0
T1,M1,155,60,889,M1T1R155C889VB60.h5,60.285714285714285,0.36831084225220795,0.11999999998710494,early,0
T1,M1,156,60,892,M1T1R156C892VB60.h5,60.42857142857143,0.36924150767798736,0.11999999998710613,early,0
T1,M1,157,61,896,M1T1R157C896VB61.h5,60.57142857142857,0.37017217310376677,0.0999999999892543,early,0
T1,M1,158,61,900,M1T1R158C900VB61.h5,60.714285714285715,0.37110283852954623,0.0999999999892543,early,0
T1,M1,159,61,904,M1T1R159C904VB61.h5,60.857142857142854,0.37203350395532564,0.07999999999140368,early,0
T1,M1,160,61,908,M1T1R160C908VB61.h5,61.0,0.37296416938110505,0.059999999993553065,early,0
T1,M1,161,61,912,M1T1R161C912VB61.h5,61.0,0.37296416938110505,0.039999999995701245,early,0
T1,M1,162,61,915,M1T1R162C915VB61.h5,61.0,0.37296416938110505,0.03999999999570244,early,0
T1,M1,163,61,919,M1T1R163C919VB61.h5,61.0,0.37296416938110505,0.03999999999570244,early,0
T1,M1,164,61,923,M1T1R164C923VB61.h5,61.142857142857146,0.3738948348068845,0.05999999999355425,early,0
T1,M1,165,61,927,M1T1R165C927VB61.h5,61.285714285714285,0.3748255002326639,0.07999999999140368,early,0
T1,M1,166,61,931,M1T1R166C931VB61.h5,61.42857142857143,0.3757561656584434,0.0999999999892555,early,0
T1,M1,167,62,951,M1T1R167C951VB62.h5,61.57142857142857,0.37668683108422274,0.0999999999892543,early,0
T1,M1,168,62,955,M1T1R168C955VB62.h5,61.714285714285715,0.3776174965100022,0.0999999999892555,early,0
T1,M1,169,62,959,M1T1R169C959VB62.h5,61.857142857142854,0.3785481619357816,0.07999999999140368,early,0
T1,M1,170,62,963,M1T1R170C963VB62.h5,62.0,0.3794788273615611,0.07999999999140488,early,0
T1,M1,171,62,967,M1T1R171C967VB62.h5,62.0,0.3794788273615611,0.07999999999140368,early,0
T1,M1,172,62,971,M1T1R172C971VB62.h5,62.142857142857146,0.3804094927873405,0.07999999999140488,early,0
T1,M1,173,62,974,M1T1R173C974VB62.h5,62.285714285714285,0.3813401582131199,0.07999999999140368,early,0
T1,M1,174,62,978,M1T1R174C978VB62.h5,62.42857142857143,0.38227082363889936,0.0999999999892543,early,0
T1,M1,175,63,1001,M1T1R175C1001VB63.h5,62.57142857142857,0.38320148906467877,0.0999999999892543,early,0
T1,M1,176,63,1005,M1T1R176C1005VB63.h5,62.714285714285715,0.3841321544904582,0.11999999998710731,early,0
T1,M1,177,63,1009,M1T1R177C1009VB63.h5,62.857142857142854,0.3850628199162376,0.11999999998710494,early,0
T1,M1,178,63,1013,M1T1R178C1013VB63.h5,63.142857142857146,0.3869241507677965,0.11999999998710613,early,0
T1,M1,179,63,1017,M1T1R179C1017VB63.h5,63.285714285714285,0.38785481619357587,0.11999999998710613,early,0
T1,M1,180,63,1021,M1T1R180C1021VB63.h5,63.42857142857143,0.38878548161935533,0.11999999998710731,early,0
T1,M1,181,64,1024,M1T1R181C1024VB64.h5,63.57142857142857,0.38971614704513474,0.09999999998925312,early,0
T1,M1,182,64,1046,M1T1R182C1046VB64.h5,63.714285714285715,0.3906468124709142,0.0999999999892555,early,0
T1,M1,183,64,1050,M1T1R183C1050VB64.h5,63.857142857142854,0.39157747789669356,0.0999999999892543,early,0
T1,M1,184,64,1054,M1T1R184C1054VB64.h5,64.0,0.392508143322473,0.0999999999892555,middle,1
T1,M1,185,64,1058,M1T1R185C1058VB64.h5,64.14285714285714,0.39343880874825243,0.0999999999892543,middle,1
T1,M1,186,64,1061,M1T1R186C1061VB64.h5,64.28571428571429,0.3943694741740319,0.0999999999892555,middle,1
T1,M1,187,64,1065,M1T1R187C1065VB64.h5,64.42857142857143,0.3953001395998113,0.0999999999892543,middle,1
T1,M1,188,65,1069,M1T1R188C1069VB65.h5,64.57142857142857,0.3962308050255907,0.0999999999892555,middle,1
T1,M1,189,65,1073,M1T1R189C1073VB65.h5,64.71428571428571,0.3971614704513701,0.0999999999892543,middle,1
T1,M1,190,65,1077,M1T1R190C1077VB65.h5,64.85714285714286,0.3980921358771496,0.07999999999140368,middle,1
T1,M1,191,65,1081,M1T1R191C1081VB65.h5,65.0,0.399022801302929,0.07999999999140368,middle,1
T1,M1,192,65,1085,M1T1R192C1085VB65.h5,65.0,0.399022801302929,0.07999999999140607,middle,1
T1,M1,193,65,1088,M1T1R193C1088VB65.h5,65.14285714285714,0.3999534667287084,0.07999999999140368,middle,1
T1,M1,194,65,1092,M1T1R194C1092VB65.h5,65.28571428571429,0.4008841321544879,0.07999999999140368,middle,1
T1,M1,195,65,1096,M1T1R195C1096VB65.h5,65.42857142857143,0.4018147975802673,0.0999999999892543,middle,1
T1,M1,196,66,1117,M1T1R196C1117VB66.h5,65.57142857142857,0.4027454630060467,0.09999999998925668,middle,1
T1,M1,197,66,1120,M1T1R197C1120VB66.h5,65.71428571428571,0.4036761284318261,0.09999999998925312,middle,1
T1,M1,198,66,1124,M1T1R198C1124VB66.h5,65.85714285714286,0.4046067938576056,0.07999999999140368,middle,1
T1,M1,199,66,1128,M1T1R199C1128VB66.h5,66.0,0.40553745928338497,0.07999999999140368,middle,1
T1,M1,200,66,1132,M1T1R200C1132VB66.h5,66.0,0.40553745928338497,0.07999999999140607,middle,1
T1,M1,201,66,1136,M1T1R201C1136VB66.h5,66.14285714285714,0.4064681247091644,0.07999999999140368,middle,1
T1,M1,202,66,1140,M1T1R202C1140VB66.h5,66.28571428571429,0.4073987901349439,0.07999999999140368,middle,1
T1,M1,203,66,1144,M1T1R203C1144VB66.h5,66.42857142857143,0.4083294555607233,0.0999999999892543,middle,1
T1,M1,204,67,1167,M1T1R204C1167VB67.h5,66.57142857142857,0.40926012098650266,0.09999999998925668,middle,1
T1,M1,205,67,1171,M1T1R205C1171VB67.h5,66.71428571428571,0.41019078641228207,0.0999999999892543,middle,1
T1,M1,206,67,1174,M1T1R206C1174VB67.h5,66.85714285714286,0.4111214518380616,0.09999999998925312,middle,1
T1,M1,207,67,1178,M1T1R207C1178VB67.h5,67.0,0.412052117263841,0.09999999998925668,middle,1
T1,M1,208,67,1182,M1T1R208C1182VB67.h5,67.14285714285714,0.41298278268962035,0.09999999998925668,middle,1
T1,M1,209,67,1186,M1T1R209C1186VB67.h5,67.28571428571429,0.4139134481153999,0.0999999999892543,middle,1
T1,M1,210,67,1190,M1T1R210C1190VB67.h5,67.42857142857143,0.4148441135411793,0.09999999998925312,middle,1
T1,M1,211,68,1211,M1T1R211C1211VB68.h5,67.57142857142857,0.4157747789669587,0.09999999998925668,middle,1
T1,M1,212,68,1215,M1T1R212C1215VB68.h5,67.71428571428571,0.41670544439273804,0.0999999999892543,middle,1
T1,M1,213,68,1219,M1T1R213C1219VB68.h5,67.85714285714286,0.41763610981851756,0.07999999999140368,middle,1
T1,M1,214,68,1223,M1T1R214C1223VB68.h5,68.0,0.418566775244297,0.059999999993553065,middle,1
T1,M1,215,68,1227,M1T1R215C1227VB68.h5,68.0,0.418566775244297,0.05999999999355425,middle,1
T1,M1,216,68,1231,M1T1R216C1231VB68.h5,68.0,0.418566775244297,0.059999999993553065,middle,1
T1,M1,217,68,1234,M1T1R217C1234VB68.h5,68.14285714285714,0.4194974406700764,0.059999999993553065,middle,1
T1,M1,218,68,1238,M1T1R218C1238VB68.h5,68.28571428571429,0.42042810609585585,0.07999999999140368,middle,1
T1,M1,219,68,1242,M1T1R219C1242VB68.h5,68.42857142857143,0.42135877152163526,0.0999999999892543,middle,1
T1,M1,220,69,1246,M1T1R220C1246VB69.h5,68.57142857142857,0.42228943694741466,0.0999999999892555,middle,1
T1,M1,221,69,1250,M1T1R221C1250VB69.h5,68.71428571428571,0.4232201023731941,0.0999999999892543,middle,1
T1,M1,222,69,1254,M1T1R222C1254VB69.h5,68.85714285714286,0.42415076779897354,0.0999999999892543,middle,1
T1,M1,223,69,1258,M1T1R223C1258VB69.h5,69.0,0.42508143322475295,0.0999999999892555,middle,1
T1,M1,224,69,1261,M1T1R224C1261VB69.h5,69.14285714285714,0.42601209865053236,0.0999999999892555,middle,1
T1,M1,225,69,1282,M1T1R225C1282VB69.h5,69.28571428571429,0.4269427640763118,0.0999999999892543,middle,1
T1,M1,226,69,1286,M1T1R226C1286VB69.h5,69.42857142857143,0.42787342950209123,0.0999999999892543,middle,1
T1,M1,227,70,1290,M1T1R227C1290VB70.h5,69.57142857142857,0.42880409492787064,0.0999999999892555,middle,1
T1,M1,228,70,1293,M1T1R228C1293VB70.h5,69.71428571428571,0.42973476035365005,0.0999999999892543,middle,1
T1,M1,229,70,1297,M1T1R229C1297VB70.h5,69.85714285714286,0.4306654257794295,0.0999999999892543,middle,1
T1,M1,230,70,1301,M1T1R230C1301VB70.h5,70.0,0.4315960912052089,0.09999999998925668,middle,1
T1,M1,231,70,1305,M1T1R231C1305VB70.h5,70.14285714285714,0.43252675663098833,0.0999999999892555,middle,1
T1,M1,232,70,1309,M1T1R232C1309VB70.h5,70.28571428571429,0.43345742205676785,0.0999999999892543,middle,1
T1,M1,233,70,1332,M1T1R233C1332VB70.h5,70.42857142857143,0.4343880874825472,0.0999999999892543,middle,1
T1,M1,234,71,1336,M1T1R234C1336VB71.h5,70.57142857142857,0.4353187529083266,0.09999999998925668,middle,1
T1,M1,235,71,1340,M1T1R235C1340VB71.h5,70.71428571428571,0.436249418334106,0.09999999998925312,middle,1
T1,M1,236,71,1344,M1T1R236C1344VB71.h5,70.85714285714286,0.43718008375988554,0.0999999999892543,middle,1
T1,M1,237,71,1347,M1T1R237C1347VB71.h5,71.0,0.4381107491856649,0.09999999998925668,middle,1
T1,M1,238,71,1351,M1T1R238C1351VB71.h5,71.14285714285714,0.4390414146114443,0.09999999998925668,middle,1
T1,M1,239,71,1355,M1T1R239C1355VB71.h5,71.28571428571429,0.4399720800372238,0.09999999998925312,middle,1
T1,M1,240,71,1377,M1T1R240C1377VB71.h5,71.42857142857143,0.44090274546300323,0.0999999999892543,middle,1
T1,M1,241,72,1381,M1T1R241C1381VB72.h5,71.57142857142857,0.4418334108887826,0.09999999998925668,middle,1
T1,M1,242,72,1384,M1T1R242C1384VB72.h5,71.71428571428571,0.442764076314562,0.0999999999892543,middle,1
T1,M1,243,72,1388,M1T1R243C1388VB72.h5,71.85714285714286,0.4436947417403415,0.07999999999140368,middle,1
T1,M1,244,72,1392,M1T1R244C1392VB72.h5,72.0,0.4446254071661209,0.05999999999355425,middle,1
T1,M1,245,72,1396,M1T1R245C1396VB72.h5,72.0,0.4446254071661209,0.03999999999570363,middle,1
