run_id,VB,flute_1,flute_2,flute_3,VB_smooth,q_ct,nu_norm_ct,stage
43,87.39090058,87.39090058,86.26562303,80.35206101,87.46780464142856,0.3071984571013968,0.03128483113629538,early
44,87.39090058,87.39090058,86.84261145,81.24060921,87.61623140714286,0.3084141906933186,0.051272499246101604,early
45,87.39554943,87.39090058,87.39554943,82.09540971,87.83348785857143,0.3101936943077262,0.07561212494195932,early
46,87.92458016,87.39090058,87.92458016,82.91629497,88.11625389285715,0.3125097736542056,0.09878003924543433,early
47,88.42988794,87.39090058,88.42988794,83.70319044,88.4612513,0.3153355775782553,0.1207439911550418,early
48,88.91169574,87.39090058,88.91169574,84.45610931,88.8652482957143,0.31864463518900144,0.13622505482514527,early
49,89.37026282,87.39090058,89.37026282,85.17514756,89.32439963142858,0.3224054508337892,0.14548058391495655,early
50,89.80588243,87.39090058,89.80588243,85.86047909,89.76066707285713,0.3259788291328714,0.14876707344781115,early
51,90.21887955,87.39090058,90.21887955,86.51235104,90.17437130571429,0.32936739675801774,0.1463396921712047,early
52,90.60960878,87.39090058,90.60960878,87.13107922,90.56586276142856,0.33257402402212133,0.13849878521723993,early
53,90.97845225,87.39090058,90.97845225,87.71704374,90.93551953428572,0.3356018078189391,0.13079079667127688,early
54,91.32581757,87.39090058,91.32581757,88.27068479,91.28374536571428,0.33845405511278276,0.12322481597608935,early
55,91.65213593,87.39090058,91.65213593,88.79249847,91.61096770285714,0.34113426703667155,0.11580924489831568,early
56,91.95786023,87.39090058,91.95786023,89.2830329,91.91763581999999,0.3436461235053329,0.10855182166273805,early
57,92.24346325,87.39090058,92.24346325,89.74288435,92.20421900857143,0.3459934683898599,0.10145964448072384,early
58,92.50943591,87.39090058,92.50943591,90.17269359,92.47120483571429,0.34818029525402105,0.0945391943717665,early
59,92.7562856,87.39090058,92.7562856,90.57314227,92.71909746142858,0.35021073357031934,0.08779635758113737,early
60,92.98453457,87.39090058,92.98453457,90.94494956,92.94841602,0.3520890354626005,0.08123644799750752,early
61,93.19471836,87.39090058,93.19471836,91.2888688,93.15969305857142,0.35381956291670835,0.07486422825785119,early
62,93.38738431,87.39090058,93.38738431,91.60568433,93.3534730442857,0.35540677555279343,0.0686839305493935,early
63,93.56309014,87.39090058,93.56309014,91.89620842,93.53031092142855,0.3568552188071624,0.06269927761351626,early
64,93.72240252,87.39090058,93.72240252,92.16127833,93.69077072285714,0.35816951255877133,0.056913502739874555,early
65,93.86589581,87.39090058,93.86589581,92.40175351,93.83542424857141,0.3593543403056702,0.05132936885167518,early
66,93.99415074,87.39090058,93.99415074,92.61851282,93.96484978714285,0.36041443869248496,0.045949188095872895,early
67,94.10775318,87.39090058,94.10775318,92.81245198,94.07963089285714,0.36135458749424065,0.040774840322556245,early
68,94.20729304,87.39090058,94.20729304,92.98448102,94.18035522000001,0.36217960006823297,0.03580779126143322,early
69,94.29336308,87.39090058,94.29336308,93.13552193,94.26761339571429,0.36289431412182793,0.031049110496309634,early
70,94.36655788,87.39090058,94.36655788,93.26650631,94.34199795571429,0.3635035829951145,0.026499488732746778,early
71,94.42747281,87.39090058,94.42747281,93.37837323,94.40410231999999,0.3640122672711864,0.022159254459801027,early
72,94.47670304,87.39090058,94.47670304,93.47206707,94.45451981428572,0.36442522676086264,0.01803176820236558,early
73,94.51484266,87.39090058,94.51484266,93.54853556,94.49384273999999,0.36474731288524476,0.014199148388437053,early
74,94.54248373,87.39090058,94.54248373,93.60872787,94.52270926571428,0.364983752753917,0.01073744089201104,early
75,94.5602155,87.39090058,94.5602155,93.65359272,94.54287365857144,0.36514891521393,0.007716699110491349,early
76,94.56862356,87.39090058,94.56862356,93.68407674,94.55600516142859,0.36525647269562156,0.005201070201909247,early
77,94.56862356,87.39090058,94.56862356,93.70112274,94.56368814714287,0.36531940247633976,0.00324550888156433,early
78,94.56862356,87.39090058,94.56862356,93.70566818,94.56742240857143,0.3653499890557742,0.001820163743904215,early
79,94.56862356,87.39090058,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0008919471652946641,early
80,94.56862356,87.39090058,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.00034886578376503043,early
81,94.56862356,87.39090058,94.56862356,93.70566818,94.56862356,0.36535982744397644,8.490487962796595e-05,early
82,94.56862356,87.39090058,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
83,94.56862356,87.39090058,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
84,94.56862356,87.39090058,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
85,94.56862356,87.39090058,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
86,94.56862356,87.39090058,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
87,94.56862356,87.39090058,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
88,94.56862356,87.39090058,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
89,94.56862356,87.39090058,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
90,94.56862356,87.39090058,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
91,94.56862356,87.39090058,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
92,94.56862356,87.39090058,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
93,94.56862356,87.39090058,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
94,94.56862356,87.39090058,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
95,94.56862356,87.39090058,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
96,94.56862356,87.39090058,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
97,94.56862356,87.39090058,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
98,94.56862356,87.39090058,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
99,94.56862356,87.39090058,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
100,94.56862356,87.39090058,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
101,94.56862356,87.7061647,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
102,94.56862356,88.0993478,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
103,94.56862356,88.49130564,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
104,94.56862356,88.88155409,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
105,94.56862356,89.26963001,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
106,94.56862356,89.65509154,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
107,94.56862356,90.03751838,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
108,94.56862356,90.41651198,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
109,94.56862356,90.79169571,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
110,94.56862356,91.16271501,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
111,94.56862356,91.52923739,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
112,94.56862356,91.89095253,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
113,94.56862356,92.24757218,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
114,94.56862356,92.59883018,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0,early
115,94.56862356,92.94448231,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.00013129050386442067,early
116,94.56862356,93.2843062,94.56862356,93.70566818,94.56862356,0.36535982744397644,0.0033737573525473067,early
117,94.56862356,93.61810111,94.56862356,93.70566818,94.57048093,0.36537504078565886,0.009659583863275442,middle
118,94.56862356,93.94568777,94.56862356,93.70566818,94.61635218857144,0.3657507629788943,0.018920185599717025,middle
119,94.56862356,94.26690815,94.56862356,93.70566818,94.70527793142858,0.3664791357373907,0.031086408697374526,middle
120,94.58162515,94.58162515,94.56862356,93.70566818,94.83628789285716,0.36755221181109343,0.04595743384787034,middle
121,94.88972237,94.88972237,94.56862356,93.70566818,95.00840375142857,0.3689619779672225,0.060483662015624606,middle
122,95.19110376,95.19110376,94.56862356,93.70566818,95.22064188142858,0.37070037752666796,0.0745319075986495,middle
123,95.48569329,95.48569329,94.56862356,93.70566818,95.47201604857142,0.3727593324440388,0.08512134079172383,middle
124,95.77343457,95.77343457,94.56862356,93.70566818,95.75968266857144,0.37511555149607817,0.09231976363547624,middle
125,96.05429047,96.05429047,94.56862356,93.70566818,96.04050160285715,0.37741568254060914,0.09619665303052025,middle
126,96.32824273,96.32824273,94.56862356,93.74018966,96.31445372714286,0.3796595689344793,0.09682293898463744,middle
127,96.59529149,96.59529149,94.56862356,93.93261436,96.58153830714285,0.38184720466330263,0.0944020766961348,middle
128,96.85545491,96.85545491,94.56862356,94.13621951,96.84177255714287,0.3839787307258092,0.09198713579406444,middle
129,97.10876863,97.10876863,94.56862356,94.3509501,97.09519117857143,0.38605443135437517,0.08958429163041261,middle
130,97.35528535,97.35528535,94.56862356,94.57673474,97.34184588428572,0.38807473011854576,0.08719955182882555,middle
131,97.59507432,97.59507432,94.56862356,94.8134861,97.58180491285714,0.3900401859466456,0.08483875133655276,middle
132,97.82822082,97.82822082,94.56862356,95.06110142,97.81515251999998,0.3919514889601747,0.08250754808230859,middle
133,98.05482567,98.05482567,94.56862356,95.31946299,98.04198846714284,0.3938094562847998,0.08021141853311153,middle
134,98.27500469,98.27500469,94.56862356,95.58843867,98.26242749857144,0.39561502776773766,0.07795565375608883,middle
135,98.48888816,98.48888816,94.56862356,95.86788239,98.47659880285713,0.3973692615664245,0.07574535638902766,middle
136,98.69662026,98.69662026,94.61864372,96.15763466,98.68464547142857,0.39907332971378656,0.07358543730804891,middle
137,98.89835857,98.89835857,94.77442788,96.45752308,98.88672394714285,0.4007285136015975,0.07148061300210427,middle
138,99.09427345,99.09427345,94.936968,96.76736287,99.0830034657143,0.4023361994053349,0.0694354033514252,middle
139,99.2845475,99.2845475,95.1061995,97.08695738,99.2736654957143,0.40389787349733225,0.06745412910299171,middle
140,99.469375,99.469375,95.28205156,97.41609862,99.45890316857142,0.4054151177780255,0.06554091126466845,middle
141,99.64896132,99.64896132,95.46444735,97.75456776,99.63892070142857,0.4068896049486924,0.0636996696914721,middle
142,99.82352237,99.82352237,95.65330429,98.10213572,99.81393283714286,0.40832309392460503,0.06193412015714509,middle
143,99.99328397,99.99328397,95.84853439,98.45856362,99.98416426571428,0.40971742509606957,0.060247777383561796,middle
144,100.1584813,100.1584813,96.05004442,98.82360334,100.14984902285714,0.41107451540224577,0.0586439499917105,middle
145,100.3193584,100.3193584,96.25773627,99.19699805,100.31122996285714,0.412396354013427,0.058254105071359044,middle
146,100.4761675,100.4761675,96.47150713,99.57848272,100.46855811,0.41368499701872263,0.06075205787551797,middle
147,100.6291683,100.6291683,96.69124982,99.96778466,100.6380551,0.41507331255252106,0.06622908231611453,middle
148,100.7786279,100.7786279,96.91685304,100.364624,100.84362512857142,0.41675709504298936,0.07477017173155455,middle
149,100.9248194,100.9248194,97.1482016,100.7687143,101.0867934857143,0.4187488378317533,0.08645396789755186,middle
150,101.1797629,101.0680222,97.3851767,101.1797629,101.36900542857144,0.4210603787275062,0.10022432597319265,middle
151,101.5974715,101.208521,97.62765621,101.5974715,101.69162452857142,0.42370288646779136,0.11447607179176464,middle
152,102.0215369,101.3466052,97.87551489,102.0215369,102.05593111428573,0.426686847964761,0.1280514835758651,middle
153,102.4516511,101.4825683,98.12862466,102.4516511,102.46312094285715,0.4300220574231143,0.13924980290085634,middle
154,102.887502,101.6167078,98.38685484,102.887502,102.89834098571428,0.43358685669252306,0.14795217489133455,middle
155,103.328774,101.7493242,98.65007241,103.328774,103.33897582857142,0.43719600749261334,0.15404544299273173,middle
156,103.7751482,101.8807204,98.91814226,103.7751482,103.7847076,0.4408469062028606,0.1574222721673629,middle
157,104.2263032,102.0112017,99.1909274,104.2263032,104.23521579999999,0.44453692767264336,0.15910963453948718,middle
158,104.6819154,102.1410748,99.46828924,104.6819154,104.69017771428571,0.44826342861457474,0.16068310622994636,middle
159,105.1416593,102.2706475,99.75008778,105.1416593,105.14926891428571,0.4520237516999001,0.16214207630765504,middle
160,105.6052085,102.400228,100.0361819,105.6052085,105.6121637,0.455815229185851,0.1634860933904727,middle
161,106.0722354,102.5301247,100.3264295,106.0722354,106.07853555714287,0.4596351866600095,0.1647148696844176,middle
162,106.5424124,102.6606455,100.6206878,106.5424124,106.5480576,0.46348094666766115,0.1658282708856308,middle
163,107.0154117,102.7920973,100.9188136,107.0154117,107.02040304285715,0.4673498325731718,0.16682632021959048,middle
164,107.4909062,102.9247859,101.2206632,107.4909062,107.49524555714287,0.4712391714852714,0.16770919137249224,middle
165,107.9685697,103.0590149,101.5260932,107.9685697,107.97225977142855,0.47514629835245337,0.16847720849124304,middle
166,108.4480774,103.1950858,101.8349601,108.4480774,108.45112162857141,0.47906855888825994,0.16913083911483465,middle
167,108.9291061,103.3332975,102.1471208,108.9291061,108.93150882857142,0.4830033131986341,0.16967069821356887,middle
168,109.4113349,103.4739456,102.4624327,109.4113349,109.4131012,0.48694793882421666,0.17009753607140557,middle
169,109.8944454,103.6173222,102.7807541,109.8944454,109.89558111428572,0.49089983413367677,0.1704122423251763,middle
170,110.3781221,103.7637155,103.101944,110.3781221,110.37863381428572,0.49485642101497346,0.17061583990577683,middle
171,110.8620528,103.9134094,103.4258627,110.8620528,110.86194782857142,0.4988151482686864,0.17070948301854671,middle
172,111.3459291,104.0666829,103.7523718,111.3459291,111.34521532857143,0.5027734945333011,0.17069445108444598,middle
173,111.8294463,104.2238103,104.0813342,111.8294463,111.82813247142859,0.5067289710934817,0.17057214974987842,middle
174,112.3123042,104.3850601,104.4126146,112.3123042,112.31039972857143,0.5106791245713326,0.1703441017984385,middle
175,112.7942074,104.5506955,104.7460794,112.7942074,112.79172222857143,0.5146215397346738,0.17001194917052886,middle
176,113.2748654,104.7209733,105.0815971,113.2748654,113.27181004285714,0.5185538418372668,0.16957744690453697,middle
177,113.7539929,104.896144,105.4190381,113.7539929,113.75037857142857,0.5224736997781234,0.1690424580878247,middle
178,114.2313103,105.0764515,105.7582753,114.2313103,114.22714880000001,0.52637882820771,0.16840895284691443,middle
179,114.7065438,105.2621329,106.0991838,114.7065438,114.70184755714286,0.5302669896341531,0.1676790053180816,middle
180,115.179426,105.4534178,106.4416414,115.179426,115.17420784285716,0.5341359971145021,0.16685478556893377,middle
181,115.6496958,105.6505285,106.7855285,115.6496958,115.64396907142857,0.537983716243921,0.1659385606082061,middle
182,116.1170987,105.8536796,107.1307284,116.1170987,116.11087734285715,0.5418080673789074,0.1649326893367518,middle
183,116.5813874,106.0630776,107.4771272,116.5813874,116.5746857142857,0.5456070278605066,0.16383961648871032,middle
184,117.0423215,106.2789212,107.8246142,117.0423215,117.03515438571428,0.5493786335354617,0.1626618736413244,middle
185,117.4996682,106.5014004,108.1730817,117.4996682,117.49205094285715,0.553120980745406,0.16140207012669414,middle
186,117.9532024,106.7306968,108.5224254,117.9532024,117.94515061428572,0.5568322284330686,0.1600628920219917,middle
187,118.4027067,106.9669833,108.8725444,118.4027067,118.39423641428571,0.5605105993123879,0.15864710012983416,middle
188,118.8479717,107.210424,109.2233411,118.8479717,118.83909940000001,0.5641543819747178,0.15715752290967527,middle
189,119.2887964,107.4611738,109.5747216,119.2887964,119.27953882857142,0.5677619321759515,0.15559705344838734,middle
190,119.724988,107.7193786,109.9265956,119.724988,119.71536230000001,0.5713316740066369,0.1539686494602668,middle
191,120.1563624,107.985175,110.2788767,120.1563624,120.14638597142857,0.574862101647146,0.1522753221791864,middle
192,120.5827442,108.2586902,110.631482,120.5827442,120.5724347,0.5783517805377906,0.15052013938801784,middle
193,121.0039667,108.5400419,110.9843326,121.0039667,120.99334214285714,0.5817993481979004,0.1487062193597995,middle
194,121.4198724,108.8293382,111.3373537,121.4198724,121.40895095714286,0.5852035158639834,0.1468367258087321,middle
195,121.8303128,109.1266779,111.6904743,121.8303128,121.81911285714285,0.5885630689577716,0.14491486587055669,middle
196,122.2351485,109.4321497,112.0436276,122.2351485,122.22368875714287,0.5918768682563342,0.1429438870731581,middle
197,122.6342497,109.7458328,112.3967508,122.6342497,122.6225488857143,0.5951438508281696,0.1409270692581277,middle
198,123.0274957,110.0677966,112.7497853,123.0274957,123.01557284285715,0.5983630305012503,0.13886772761018132,middle
199,123.4147755,110.3981009,113.1026766,123.4147755,123.4026496857143,0.6015334985650915,0.1367692035689173,middle
200,123.7959876,110.7367954,113.4553746,123.7959876,123.78367802857144,0.6046544245898313,0.13463486482883474,middle
201,124.1710401,111.0839203,113.8078334,124.1710401,124.15856605714285,0.6077250565432409,0.13246809827068573,middle
202,124.5398507,111.4395061,114.1600113,124.5398507,124.52723164285715,0.6107447217268177,0.13027231097130126,middle
203,124.9023469,111.8035733,114.5118709,124.9023469,124.88960229999999,0.6137128264247487,0.12805092111534688,middle
204,125.2584659,112.176133,114.8633792,125.2584659,125.24561528571428,0.6166288567229923,0.12580736102473153,middle
205,125.6081548,112.5571865,115.2145076,125.6081548,125.59521757142859,0.6194923782752548,0.12354506605078133,middle
206,125.9513701,112.9467257,115.5652317,125.9513701,125.9383659,0.6223030367710348,0.12126747861344506,middle
207,126.2880785,113.344733,115.9155313,126.2880785,126.27502674285714,0.6250605575845918,0.11897803911306251,middle
208,126.6182561,113.7511812,116.2653909,126.6182561,126.60517631428571,0.6277647458919545,0.11668018895977318,middle
209,126.941889,114.1660341,116.614799,126.941889,126.92880054285715,0.6304154864369003,0.11437735744609082,middle
210,127.2589728,114.5892461,116.9637486,127.2589728,127.24589508571428,0.633012743647965,0.11207296982529212,middle
211,127.5695129,115.0207626,117.3122369,127.5695129,127.5564652,0.635556560585342,0.10977043620362428,middle
212,127.8735244,115.4605201,117.6602655,127.8735244,127.8605258142857,0.6380470595259374,0.10747315255007003,middle
213,128.1710319,115.9084463,118.00784,128.1710319,128.15810138571428,0.6404844407932582,0.10518449463755647,middle
214,128.4620693,116.36446,118.3549704,128.4620693,128.44922588571427,0.6428689826403983,0.10290781804292619,middle
215,128.7466804,116.828472,118.701671,128.7466804,128.73394272857144,0.6452010406649842,0.10064645006854286,middle
216,129.024918,117.3003841,119.04796,129.024918,129.01230464285715,0.64748104675607,0.0984036958010758,middle
217,129.2968443,117.7800905,119.3938598,129.2968443,129.28437362857144,0.6497095087431055,0.09618282397429025,middle
218,129.5625308,118.2674771,119.7393969,129.5625308,129.5502209,0.6518870099278887,0.09398707201802362,middle
219,129.8220578,118.7624221,120.0846019,129.8220578,129.8099266714286,0.6540142073293967,0.09181964302881625,middle
220,130.0755148,119.2647961,120.4295091,130.0755148,130.06358015714287,0.6560918316837835,0.08968370072085935,middle
221,130.3230002,119.7744621,120.774157,130.3230002,130.31127940000002,0.6581206860402454,0.08758236336719702,middle
222,130.5646208,120.2912763,121.1185876,130.5646208,130.55313115714287,0.6601016448249287,0.08551871187814082,middle
223,130.8004924,120.8150876,121.4628472,130.8004924,130.78925075714287,0.6620356526708159,0.08349577465422679,middle
224,131.030739,121.3457382,121.8069852,131.030739,131.01976200000001,0.6639237235986464,0.0815165336450327,middle
225,131.2554931,121.8830639,122.1510551,131.2554931,131.24479694285714,0.6657669392617445,0.0795839182903531,middle
226,131.474895,122.4268941,122.4951138,131.474895,131.46449581428573,0.6675664482439528,0.07770080552020805,middle
227,131.6890935,122.9770523,122.8392217,131.6890935,131.6790068142857,0.669323464421471,0.07587001268620895,middle
228,131.8982448,123.5333561,123.1834427,131.8982448,131.88848597142857,0.6710392657927426,0.07409430362039292,late
229,132.1025129,124.0956175,123.5278439,132.1025129,132.09309694285713,0.6727151928402959,0.0723763775273662,late
230,132.3020694,124.6636433,123.8724957,132.3020694,132.29301088571427,0.6743526474776406,0.0707188740333407,late
231,132.4970931,125.2372354,124.2174717,132.4970931,132.4884062142857,0.6759530910600745,0.06912436611749423,late
232,132.6877699,125.8161908,124.5628486,132.6877699,132.67946847142858,0.6775180433315812,0.06759536213158603,late
233,132.8742926,126.4003021,124.908706,132.8742926,132.8663900857143,0.6790490804356356,0.06613429873133525,late
234,133.0568608,126.9893575,125.2551264,133.0568608,133.0493702,0.6805478335110681,0.0647435459254259,late
235,133.2356806,127.5831416,125.6021951,133.2356806,133.22861444285715,0.6820159868198822,0.06342539899709229,late
236,133.4109642,128.1814351,125.9500002,133.4109642,133.40433475714286,0.6834552763431168,0.062182080523717376,late
237,133.5829302,128.7840154,126.2986322,133.5829302,133.57674915714287,0.6848674877916536,0.06101573734743668,late
238,133.7518028,129.3906569,126.6481841,133.7518028,133.7460815142857,0.6862544548510455,0.05992844158490915,late
239,133.9178121,130.0011312,126.9987515,133.9178121,133.91256134285715,0.6876180574263471,0.05892218355873484,late
240,134.0811934,130.6152074,127.350432,134.0811934,134.07642358571428,0.6889602198869407,0.05799887684644079,late
241,134.2421873,131.2326523,127.7033255,134.2421873,134.23790834285714,0.6902829088433233,0.0571603522216782,late
242,134.4010394,131.8532309,128.0575339,134.4010394,134.3972607,0.6915881317429678,0.05640835967381315,late
243,134.5579999,132.4767066,128.413161,134.5579999,134.55473042857142,0.6928779344130844,0.05883149109163743,late
244,134.7133235,133.1028415,128.7703127,134.7133235,134.7105718,0.6941543995394726,0.06623927688778371,late
245,134.8672693,133.7313964,129.1290961,134.8672693,134.90871414285715,0.6957773433598424,0.07864581896737965,late
246,135.0201002,134.3621319,129.4896204,135.0201002,135.17499702857143,0.6979584125730586,0.09605990363020778,late
247,135.172083,134.9948077,129.851996,135.172083,135.50986504285714,0.7007012486907094,0.11848498036484037,late
248,135.6291837,135.6291837,130.2163346,135.3234878,135.91369225714286,0.7040089156561428,0.14283223108651708,late
249,136.2650196,136.2650196,130.5827494,135.4745881,136.38678174285715,0.7078838958660797,0.16728646947350595,late
250,136.902076,136.902076,130.9513544,135.6256605,136.92936524285713,0.7123280874793507,0.18873557622652543,late
251,137.540114,137.540114,131.3222648,135.776984,137.54160284285715,0.7173428017256361,0.2053463056990069,late
252,138.1788957,138.1788957,131.6955966,135.9288403,138.1799119,0.7225710619997311,0.21708067211472173,late
253,138.8181847,138.8181847,132.0714667,136.0815132,138.8187315142857,0.7278035041440307,0.22390586998912185,late
254,139.4577462,139.4577462,132.4499923,136.2352886,139.45782737142855,0.7330382089376536,0.225794313511657,late
255,140.0973471,140.0973471,132.8312914,136.390454,140.09696711428572,0.7382732731902786,0.2258105986118329,late
256,140.7367569,140.7367569,133.2154822,136.5472984,140.73592057142855,0.7435068116143274,0.22574562785811406,late
257,141.375747,141.375747,133.6026833,136.7061117,141.37446001428572,0.7487369589311712,0.2256002757402832,late
258,142.0140922,142.0140922,133.9930132,136.8671851,142.01236048571428,0.7539618725623903,0.22537550965004063,late
259,142.6515699,142.6515699,134.3865908,137.0308101,142.64940004285714,0.7591797346189703,0.2250723979594371,late
260,143.2879608,143.2879608,134.7835344,137.1972787,143.28536001428571,0.7643887540075051,0.22469210093262482,late
261,143.9230495,143.9230495,135.1839625,137.3668831,143.92002534285714,0.7695871692384717,0.22423587476510254,late
262,144.556624,144.556624,135.5879928,137.5399153,144.5531847142857,0.774773249479332,0.22370506855426148,late
263,145.1884767,145.1884767,135.995743,137.7166668,145.18463094285715,0.7799452977138417,0.22310112127002013,late
