condition,window_start,window_end,run_id_end,stage,fine_state,q_target,split
C1,59,70,70,early,1,0.3635035829951145,test
C1,60,71,71,early,1,0.3640122672711864,test
C1,61,72,72,early,1,0.36442522676086264,test
C1,62,73,73,early,1,0.36474731288524476,test
C1,63,74,74,early,1,0.364983752753917,test
C1,64,75,75,early,1,0.36514891521393,test
C1,65,76,76,early,1,0.36525647269562156,test
C1,66,77,77,early,1,0.36531940247633976,test
C1,67,78,78,early,1,0.3653499890557742,test
C1,68,79,79,early,1,0.36535982744397644,test
C1,69,80,80,early,1,0.36535982744397644,test
C1,70,81,81,early,1,0.36535982744397644,test
C1,71,82,82,early,1,0.36535982744397644,test
C1,72,83,83,early,1,0.36535982744397644,test
C1,73,84,84,early,1,0.36535982744397644,test
C1,74,85,85,early,1,0.36535982744397644,test
C1,75,86,86,early,1,0.36535982744397644,test
C1,76,87,87,early,1,0.36535982744397644,test
C1,77,88,88,early,1,0.36535982744397644,test
C1,78,89,89,early,1,0.36535982744397644,test
C1,79,90,90,early,1,0.36535982744397644,test
C1,80,91,91,early,1,0.36535982744397644,test
C1,81,92,92,early,1,0.36535982744397644,test
C1,82,93,93,early,1,0.36535982744397644,test
C1,83,94,94,early,1,0.36535982744397644,test
C1,84,95,95,early,1,0.36535982744397644,test
C1,85,96,96,early,1,0.36535982744397644,test
C1,86,97,97,early,1,0.36535982744397644,test
C1,87,98,98,early,1,0.36535982744397644,test
C1,88,99,99,early,1,0.36535982744397644,test
C1,89,100,100,early,1,0.36535982744397644,test
C1,90,101,101,early,1,0.36535982744397644,test
C1,91,102,102,early,1,0.36535982744397644,test
C1,92,103,103,early,1,0.36535982744397644,test
C1,93,104,104,early,1,0.36535982744397644,test
C1,94,105,105,early,1,0.36535982744397644,test
C1,95,106,106,early,1,0.36535982744397644,test
C1,96,107,107,early,1,0.36535982744397644,test
C1,97,108,108,early,1,0.36535982744397644,test
C1,98,109,109,early,1,0.36535982744397644,test
C1,99,110,110,early,1,0.36535982744397644,test
C1,100,111,111,early,1,0.36535982744397644,test
C1,101,112,112,early,1,0.36535982744397644,test
C1,102,113,113,early,1,0.36535982744397644,test
C1,103,114,114,early,1,0.36535982744397644,test
C1,104,115,115,early,1,0.36535982744397644,test
C1,105,116,116,early,1,0.36535982744397644,test
C1,106,117,117,middle,1,0.36537504078565886,test
C1,107,118,118,middle,1,0.3657507629788943,test
C1,108,119,119,middle,1,0.3664791357373907,test
C1,109,120,120,middle,1,0.36755221181109343,test
C1,110,121,121,middle,1,0.3689619779672225,test
C1,111,122,122,middle,1,0.37070037752666796,test
C1,112,123,123,middle,1,0.3727593324440388,test
C1,113,124,124,middle,1,0.37511555149607817,test
C1,114,125,125,middle,1,0.37741568254060914,test
C1,115,126,126,middle,1,0.3796595689344793,test
C1,116,127,127,middle,1,0.38184720466330263,test
C1,117,128,128,middle,1,0.3839787307258092,test
C1,118,129,129,middle,1,0.38605443135437517,test
C1,119,130,130,middle,1,0.38807473011854576,test
C1,120,131,131,middle,1,0.3900401859466456,test
C1,121,132,132,middle,1,0.3919514889601747,test
C1,122,133,133,middle,1,0.3938094562847998,test
C1,123,134,134,middle,1,0.39561502776773766,test
C1,124,135,135,middle,1,0.3973692615664245,test
C1,125,136,136,middle,1,0.39907332971378656,test
C1,126,137,137,middle,1,0.4007285136015975,test
C1,127,138,138,middle,1,0.4023361994053349,test
C1,128,139,139,middle,1,0.40389787349733225,test
C1,129,140,140,middle,1,0.4054151177780255,test
C1,130,141,141,middle,1,0.4068896049486924,test
C1,131,142,142,middle,1,0.40832309392460503,test
C1,132,143,143,middle,1,0.40971742509606957,test
C1,133,144,144,middle,1,0.41107451540224577,test
C1,134,145,145,middle,1,0.412396354013427,test
C1,135,146,146,middle,1,0.41368499701872263,test
C1,136,147,147,middle,1,0.41507331255252106,test
C1,137,148,148,middle,1,0.41675709504298936,test
C1,138,149,149,middle,1,0.4187488378317533,test
C1,139,150,150,middle,1,0.4210603787275062,test
C1,140,151,151,middle,1,0.42370288646779136,test
C1,141,152,152,middle,1,0.426686847964761,test
C1,142,153,153,middle,1,0.4300220574231143,test
C1,143,154,154,middle,1,0.43358685669252306,test
C1,144,155,155,middle,1,0.43719600749261334,test
C1,145,156,156,middle,1,0.4408469062028606,test
C1,146,157,157,middle,1,0.44453692767264336,test
C1,147,158,158,middle,1,0.44826342861457474,test
C1,148,159,159,middle,1,0.4520237516999001,test
C1,149,160,160,middle,1,0.455815229185851,test
C1,150,161,161,middle,1,0.4596351866600095,test
C1,151,162,162,middle,1,0.46348094666766115,test
C1,152,163,163,middle,1,0.4673498325731718,test
C1,153,164,164,middle,1,0.4712391714852714,test
C1,154,165,165,middle,1,0.47514629835245337,test
C1,155,166,166,middle,1,0.47906855888825994,test
C1,156,167,167,middle,1,0.4830033131986341,test
C1,157,168,168,middle,1,0.48694793882421666,test
C1,158,169,169,middle,1,0.49089983413367677,test
C1,159,170,170,middle,1,0.49485642101497346,test
C1,160,171,171,middle,1,0.4988151482686864,test
C1,161,172,172,middle,1,0.5027734945333011,test
C1,162,173,173,middle,1,0.5067289710934817,test
C1,163,174,174,middle,1,0.5106791245713326,test
C1,164,175,175,middle,1,0.5146215397346738,test
C1,165,176,176,middle,1,0.5185538418372668,test
C1,166,177,177,middle,1,0.5224736997781234,test
C1,167,178,178,middle,1,0.52637882820771,test
C1,168,179,179,middle,1,0.5302669896341531,test
C1,169,180,180,middle,1,0.5341359971145021,test
C1,170,181,181,middle,1,0.537983716243921,test
C1,171,182,182,middle,1,0.5418080673789074,test
C1,172,183,183,middle,1,0.5456070278605066,test
C1,173,184,184,middle,1,0.5493786335354617,test
C1,174,185,185,middle,1,0.553120980745406,test
C1,175,186,186,middle,1,0.5568322284330686,test
C1,176,187,187,middle,1,0.5605105993123879,test
C1,177,188,188,middle,1,0.5641543819747178,test
C1,178,189,189,middle,1,0.5677619321759515,test
C1,179,190,190,middle,1,0.5713316740066369,test
C1,180,191,191,middle,1,0.574862101647146,test
C1,181,192,192,middle,1,0.5783517805377906,test
C1,182,193,193,middle,1,0.5817993481979004,test
C1,183,194,194,middle,1,0.5852035158639834,test
C1,184,195,195,middle,1,0.5885630689577716,test
C1,185,196,196,middle,1,0.5918768682563342,test
C1,186,197,197,middle,1,0.5951438508281696,test
C1,187,198,198,middle,1,0.5983630305012503,test
C1,188,199,199,middle,1,0.6015334985650915,test
C1,189,200,200,middle,1,0.6046544245898313,test
C1,190,201,201,middle,1,0.6077250565432409,test
C1,191,202,202,middle,1,0.6107447217268177,test
C1,192,203,203,middle,1,0.6137128264247487,test
C1,193,204,204,middle,1,0.6166288567229923,test
C1,194,205,205,middle,1,0.6194923782752548,test
C1,195,206,206,middle,1,0.6223030367710348,test
C1,196,207,207,middle,1,0.6250605575845918,test
C1,197,208,208,middle,1,0.6277647458919545,test
C1,198,209,209,middle,1,0.6304154864369003,test
C1,199,210,210,middle,1,0.633012743647965,test
C1,200,211,211,middle,1,0.635556560585342,test
C1,201,212,212,middle,1,0.6380470595259374,test
C1,202,213,213,middle,1,0.6404844407932582,test
C1,203,214,214,middle,1,0.6428689826403983,test
C1,204,215,215,middle,1,0.6452010406649842,test
C1,205,216,216,middle,1,0.64748104675607,test
C1,206,217,217,middle,1,0.6497095087431055,test
C1,207,218,218,middle,1,0.6518870099278887,test
C1,208,219,219,middle,1,0.6540142073293967,test
C1,209,220,220,middle,1,0.6560918316837835,test
C1,210,221,221,middle,1,0.6581206860402454,test
C1,211,222,222,middle,1,0.6601016448249287,test
C1,212,223,223,middle,1,0.6620356526708159,test
C1,213,224,224,middle,1,0.6639237235986464,test
C1,214,225,225,middle,1,0.6657669392617445,test
C1,215,226,226,middle,1,0.6675664482439528,test
C1,216,227,227,middle,1,0.669323464421471,test
C1,217,228,228,late,1,0.6710392657927426,test
C1,218,229,229,late,1,0.6727151928402959,test
C1,219,230,230,late,1,0.6743526474776406,test
C1,220,231,231,late,1,0.6759530910600745,test
C1,221,232,232,late,1,0.6775180433315812,test
C1,222,233,233,late,1,0.6790490804356356,test
C1,223,234,234,late,1,0.6805478335110681,test
C1,224,235,235,late,1,0.6820159868198822,test
C1,225,236,236,late,1,0.6834552763431168,test
C1,226,237,237,late,1,0.6848674877916536,test
C1,227,238,238,late,1,0.6862544548510455,test
C1,228,239,239,late,1,0.6876180574263471,test
C1,229,240,240,late,1,0.6889602198869407,test
C1,230,241,241,late,1,0.6902829088433233,test
C1,231,242,242,late,1,0.6915881317429678,test
C1,232,243,243,late,1,0.6928779344130844,test
C1,233,244,244,late,4,0.6941543995394726,test
C1,234,245,245,late,4,0.6957773433598424,test
C1,235,246,246,late,4,0.6979584125730586,test
C1,236,247,247,late,4,0.7007012486907094,test
C1,237,248,248,late,4,0.7040089156561428,test
C1,238,249,249,late,4,0.7078838958660797,test
C1,239,250,250,late,4,0.7123280874793507,test
C1,240,251,251,late,4,0.7173428017256361,test
C1,241,252,252,late,4,0.7225710619997311,test
C1,242,253,253,late,4,0.7278035041440307,test
C1,243,254,254,late,4,0.7330382089376536,test
C1,244,255,255,late,4,0.7382732731902786,test
C1,245,256,256,late,4,0.7435068116143274,test
C1,246,257,257,late,4,0.7487369589311712,test
C1,247,258,258,late,4,0.7539618725623903,test
C1,248,259,259,late,4,0.7591797346189703,test
C1,249,260,260,late,4,0.7643887540075051,test
C1,250,261,261,late,4,0.7695871692384717,test
C1,251,262,262,late,4,0.774773249479332,test
C1,252,263,263,late,4,0.7799452977138417,test
C1,253,264,264,late,4,0.7851016523802069,test
C1,254,265,265,late,4,0.7902406891262589,test
C1,255,266,266,late,4,0.7953608235007134,test
C1,256,267,267,late,4,0.8004605123573076,test
C1,257,268,268,late,4,0.8055382557269847,test
C1,258,269,269,late,4,0.810592599392141,test
C1,259,270,270,late,4,0.8156221357057086,test
C1,260,271,271,late,4,0.8206255061654052,test
C1,261,272,272,late,4,0.82560140281787,test
C1,262,273,273,late,4,0.8305485697798127,test
C1,263,274,274,late,4,0.8354658051101956,test
C1,264,275,275,late,4,0.8403519624483936,test
C1,265,276,276,late,4,0.8452059519502836,test
C1,266,277,277,late,4,0.8500267423944518,test
C1,267,278,278,late,4,0.8548133622352951,test
C1,268,279,279,late,4,0.8595649010071579,test
C1,269,280,280,late,4,0.8642805106114576,test
C1,270,281,281,late,4,0.8689594063697867,test
C1,271,282,282,late,4,0.8736008681940278,test
C1,272,283,283,late,4,0.8782042419904894,test
C1,273,284,284,late,4,0.8827689403619736,test
C1,274,285,285,late,4,0.887294443426858,test
C1,275,286,286,late,4,0.8917802998721964,test
C1,276,287,287,late,4,0.8962261277727995,test
C1,277,288,288,late,4,0.9006316152933024,test
C1,278,289,289,late,4,0.9049965213902333,test
C1,279,290,290,late,4,0.9093206761630493,test
C1,280,291,291,late,4,0.9136039816732133,test
C1,281,292,292,late,4,0.9178464122952298,test
C1,282,293,293,late,4,0.9220480150676796,test
C1,283,294,294,late,4,0.9262089099272408,test
C1,284,295,295,late,4,0.9303292900597251,test
C1,285,296,296,late,4,0.9344094217830652,test
C1,286,297,297,late,4,0.9384496451323708,test
C1,287,298,298,late,4,0.942450373157863,test
C1,288,299,299,late,4,0.9464120923929169,test
C1,289,300,300,late,4,0.9503353625030295,test
C1,290,301,301,late,4,0.9542208161688075,test
C1,291,302,302,late,4,0.9580691585009103,test
C1,292,303,303,late,4,0.9618811670400499,test
C1,293,304,304,late,4,0.9656576908209002,test
C1,294,305,305,late,4,0.9693996503720966,test
C1,295,306,306,late,4,0.9731080368971565,test
C1,296,307,307,late,4,0.9767839112213766,test
C1,297,308,308,late,4,0.9804284035578102,test
C1,298,309,309,late,4,0.9840427123371532,test
C1,299,310,310,late,4,0.9876281035056758,test
C1,300,311,311,late,4,0.9911859094721192,test
C1,301,312,312,late,4,0.9947175279375836,test
C1,302,313,313,late,4,0.9964869913581387,test
C1,303,314,314,late,4,0.9982476955787759,test
C1,304,315,315,late,4,0.9999999999999919,test
C4,1,12,12,early,0,0.11886246400063642,train
C4,2,13,13,early,0,0.12623126366821227,train
C4,3,14,14,early,0,0.13281332801080437,train
C4,4,15,15,early,0,0.13866194251095557,train
C4,5,16,16,early,0,0.14382808632651137,train
C4,6,17,17,early,0,0.1483605014066031,train
C4,7,18,18,early,0,0.1523057601291695,train
C4,8,19,19,early,1,0.15570833148479732,train
C4,9,20,20,early,1,0.15861064579861892,train
C4,10,21,21,early,1,0.16105315813068127,train
C4,11,22,22,early,1,0.163074410156556,train
C4,12,23,23,early,1,0.16471109082553498,train
C4,13,24,24,early,1,0.16599809555688363,train
C4,14,25,25,early,1,0.1669685841889017,train
C4,15,26,26,early,1,0.16766077970210752,train
C4,16,27,27,early,1,0.16812910900869038,train
C4,17,28,28,early,1,0.16842303047534085,train
C4,18,29,29,early,1,0.16858728154480665,train
C4,19,30,30,early,1,0.1686621181722246,train
C4,20,31,31,early,1,0.1686835464479116,train
C4,21,32,32,early,1,0.1686835464479116,train
C4,22,33,33,early,1,0.16901578704459747,train
C4,23,34,34,early,1,0.16968865026890445,train
C4,24,35,35,early,1,0.1706966585387618,train
C4,25,36,36,early,1,0.17203555733921846,train
C4,26,37,37,early,1,0.17370220617149595,train
C4,27,38,38,early,1,0.1756944746229676,train
C4,58,69,69,early,1,0.2523291154626168,train
C4,59,70,70,early,1,0.2550336224594365,train
C4,60,71,71,early,1,0.2577358206536911,train
C4,61,72,72,early,1,0.2604330285054732,train
C4,62,73,73,early,1,0.26312252721600815,train
C4,63,74,74,early,1,0.265801571349446,train
C4,64,75,75,early,1,0.26846739899211813,train
C4,65,76,76,early,1,0.2711172413418845,train
C4,66,77,77,early,1,0.27374833188450287,train
C4,67,78,78,early,1,0.2763579151157217,train
C4,68,79,79,early,1,0.27894325475954107,train
C4,69,80,80,early,1,0.28150164159001445,train
C4,70,81,81,early,1,0.2840304008152931,train
C4,71,82,82,early,1,0.28652689900739614,train
C4,72,83,83,early,1,0.28898855071811586,train
C4,73,84,84,early,1,0.29141282459935114,train
C4,74,85,85,early,1,0.29379724920957667,train
C4,75,86,86,early,1,0.29613941841559344,train
C4,76,87,87,early,1,0.2984369964638981,train
C4,77,88,88,early,1,0.3006877226638524,train
C4,78,89,89,early,1,0.30288941577350825,train
C4,79,90,90,early,1,0.30503997800549404,train
C4,80,91,91,early,1,0.30713739877685325,train
C4,81,92,92,early,1,0.3091797580872045,train
C4,82,93,93,early,1,0.3111652296491137,train
C4,83,94,94,early,1,0.3130920836633057,train
C4,84,95,95,early,1,0.3149586893956467,train
C4,85,96,96,middle,1,0.3167635174237436,train
C4,86,97,97,middle,1,0.3185051416357572,train
C4,87,98,98,middle,1,0.32018224096491016,train
C4,88,99,99,middle,1,0.3217936009092444,train
C4,89,100,100,middle,1,0.3233381147705563,train
C4,90,101,101,middle,1,0.32481478472813774,train
C4,91,102,102,middle,1,0.3262227226151759,train
C4,92,103,103,middle,1,0.3275611505217001,train
C4,93,104,104,middle,1,0.3288294012158199,train
C4,94,105,105,middle,1,0.3300269183254349,train
C4,95,106,106,middle,1,0.33115325634649473,train
C4,96,107,107,middle,1,0.33220808048606687,train
C4,97,108,108,middle,1,0.33319116629891676,train
C4,98,109,109,middle,1,0.3341023991919338,train
C4,99,110,110,middle,1,0.3349417737385883,train
C4,100,111,111,middle,1,0.33570939285297546,train
C4,101,112,112,middle,1,0.33640546682344724,train
C4,102,113,113,middle,1,0.3370303121975719,train
C4,103,114,114,middle,1,0.3375843505184215,train
C4,104,115,115,middle,1,0.33806810696174516,train
C4,105,116,116,middle,1,0.3384822088409884,train
C4,106,117,117,middle,1,0.33882738398842055,train
C4,107,118,118,middle,1,0.339104459037146,train
C4,108,119,119,middle,1,0.3393143575874823,train
C4,109,120,120,middle,1,0.3394653074148558,train
C4,110,121,121,middle,1,0.33956718347360654,train
C4,111,122,122,middle,1,0.33962974210256,train
C4,112,123,123,middle,1,0.33966260713244867,train
C4,113,124,124,middle,1,0.33967525630719925,train
C4,114,125,125,middle,1,0.33967700794474637,train
C4,115,126,126,middle,1,0.33967700794474637,train
C4,116,127,127,middle,1,0.33967700794474637,train
C4,117,128,128,middle,1,0.33967700794474637,train
C4,118,129,129,middle,1,0.33967700794474637,train
C4,119,130,130,middle,1,0.3397501471008,train
C4,120,131,131,middle,1,0.3400157251831445,train
C4,121,132,132,middle,1,0.3404641408848621,train
C4,122,133,133,middle,1,0.34108586782148825,train
C4,123,134,134,middle,1,0.3418714683409915,train
C4,124,135,135,middle,1,0.34281160703641167,train
C4,125,136,136,middle,1,0.3438970639694122,train
C4,126,137,137,middle,1,0.3450456084239163,train
C4,127,138,138,middle,1,0.3461289900438028,train
C4,128,139,139,middle,1,0.34714801278968893,train
C4,129,140,140,middle,1,0.34810357087438437,train
C4,130,141,141,middle,1,0.34899664657410795,train
C4,131,142,142,middle,1,0.3498283079653699,train
C4,132,143,143,middle,1,0.35059970660403483,train
C4,133,144,144,middle,1,0.3513120752126458,train
C4,134,145,145,middle,1,0.3519667252521144,train
C4,135,146,146,middle,1,0.35256504452644855,train
C4,136,147,147,middle,1,0.35310849471314487,train
C4,137,148,148,middle,1,0.3535986088688019,train
C4,175,186,186,middle,1,0.3560326612905548,train
C4,176,187,187,middle,1,0.3560326612905548,train
C4,177,188,188,middle,1,0.3560326612905548,train
C4,178,189,189,middle,1,0.3560326612905548,train
C4,179,190,190,middle,1,0.3560326612905548,train
C4,180,191,191,middle,1,0.3560326612905548,train
C4,181,192,192,middle,1,0.3560326612905548,train
C4,182,193,193,middle,1,0.3560326612905548,train
C4,183,194,194,middle,1,0.3560326612905548,train
C4,184,195,195,middle,1,0.3561167560154681,train
C4,185,196,196,middle,1,0.3562953916341614,train
C4,186,197,197,middle,1,0.35657745766134535,train
C4,187,198,198,middle,1,0.35697210492763276,train
C4,188,199,199,middle,1,0.3574887388645184,train
C4,189,200,200,middle,1,0.3581370125498305,train
C4,190,201,201,middle,1,0.358926819604511,train
C4,191,202,202,middle,1,0.35978419223232966,train
C4,192,203,203,middle,1,0.36070903710027846,train
C4,193,204,204,middle,1,0.3617030358791867,train
C4,194,205,205,middle,1,0.36276781959227317,train
C4,195,206,206,middle,1,0.3639049675496623,train
C4,196,207,207,middle,1,0.3651160063407188,train
C4,197,208,208,middle,1,0.3664024089172359,train
C4,198,209,209,middle,1,0.36776559364358735,train
C4,199,210,210,middle,1,0.3692069235368467,train
C4,200,211,211,middle,1,0.370727705399535,train
C4,201,212,212,middle,1,0.372329189076259,train
C4,202,213,213,middle,1,0.3740125667268721,train
C4,203,214,214,middle,1,0.3757789722813412,train
C4,204,215,215,middle,1,0.37762948070464813,train
C4,205,216,216,middle,1,0.3795651075094741,train
C4,206,217,217,middle,1,0.3815868083267034,train
C4,207,218,218,middle,1,0.3836954782446592,train
C4,208,219,219,middle,1,0.38589195164391127,train
C4,209,220,220,middle,1,0.3881770017017033,train
C4,210,221,221,middle,1,0.3906755923950607,train
C4,211,222,222,middle,1,0.3934969847115437,train
C4,212,223,223,middle,1,0.39664363190513036,train
C4,213,224,224,middle,1,0.4001177684341023,train
C4,214,225,225,middle,2,0.40392140905249246,train
C4,215,226,226,middle,2,0.4080563473233657,train
C4,216,227,227,middle,2,0.41252415512324386,train
C4,217,228,228,late,2,0.41720192931746947,train
C4,218,229,229,late,2,0.4219821848886883,train
C4,219,230,230,late,2,0.4268639589376045,train
C4,220,231,231,late,2,0.4318462212495231,train
C4,221,232,232,late,2,0.4369278752029013,train
C4,222,233,233,late,2,0.4421077590908769,train
C4,223,234,234,late,2,0.44738464686463025,train
C4,224,235,235,late,2,0.45275724945491197,train
C4,225,236,236,late,2,0.45822421609357317,train
C4,226,237,237,late,2,0.4637841353047116,train
C4,227,238,238,late,2,0.4694355362262025,train
C4,228,239,239,late,2,0.4751768900964172,train
C4,229,240,240,late,2,0.48100661124537125,train
C4,230,241,241,late,2,0.4869230586640404,train
C4,231,242,242,late,2,0.49292453749108056,train
C4,232,243,243,late,2,0.49900930000397564,train
C4,233,244,244,late,2,0.505175547683926,train
C4,234,245,245,late,2,0.5114214322895921,train
C4,235,246,246,late,2,0.5177450572612186,train
C4,236,247,247,late,2,0.5241444796203328,train
C4,237,248,248,late,2,0.5306177113738708,train
C4,238,249,249,late,2,0.5371627209182999,train
C4,239,250,250,late,2,0.5437774349393194,train
C4,240,251,251,late,2,0.5504597397333891,train
C4,241,252,252,late,2,0.5572074830248314,train
C4,242,253,253,late,2,0.5640184757003393,train
C4,243,254,254,late,2,0.570890493295697,train
C4,244,255,255,late,2,0.5778212777302862,train
C4,245,256,256,late,2,0.5848085390415947,train
C4,246,257,257,late,2,0.5918499572023178,train
C4,247,258,258,late,2,0.5989431836070794,train
C4,248,259,259,late,2,0.6060858430547267,train
C4,249,260,260,late,2,0.6132755353176444,train
C4,250,261,261,late,2,0.6205098370414552,train
C4,251,262,262,late,2,0.6277863034795255,train
C4,281,292,292,late,4,0.853176624903484,train
C4,282,293,293,late,4,0.8605125230752216,train
C4,283,294,294,late,4,0.8678115294346587,train
C4,284,295,295,late,4,0.8750714602372003,train
C4,285,296,296,late,4,0.8822901666761845,train
C4,286,297,297,late,4,0.889465535874026,train
C4,287,298,298,late,4,0.8965954922863433,train
C4,288,299,299,late,4,0.903677998858296,train
C4,289,300,300,late,4,0.9107110585939013,train
C4,290,301,301,late,4,0.9176927152993934,train
C4,291,302,302,late,4,0.924621055069945,train
C4,292,303,303,late,4,0.9314942072808134,train
C4,293,304,304,late,4,0.9383103458262748,train
C4,294,305,305,late,4,0.945067690028176,train
C4,295,306,306,late,4,0.9517645058748667,train
C4,296,307,307,late,4,0.9583991068471568,train
C4,297,308,308,late,4,0.9649698549920587,train
C4,298,309,309,late,4,0.9714751617487429,train
C4,299,310,310,late,4,0.977913488939684,train
C4,300,311,311,late,4,0.984283349679214,train
C4,301,312,312,late,4,0.990583309116882,train
C4,302,313,313,late,4,0.9937456482321263,train
C4,303,314,314,late,4,0.9968846622724016,train
C4,304,315,315,late,4,0.9999999999999942,train
C6,1,12,12,early,0,0.0543003305631503,train
C6,2,13,13,early,0,0.06073574092286961,train
C6,3,14,14,early,0,0.06752073714772493,train
C6,4,15,15,early,0,0.07469686804741528,train
C6,5,16,16,early,0,0.08106227456612462,train
C6,6,17,17,early,0,0.08742768107641992,train
C6,7,18,18,early,0,0.09358816870377357,train
C6,8,19,19,early,0,0.09954373743977155,train
C6,9,20,20,early,0,0.10529438728441383,train
C6,10,21,21,early,0,0.11084011823770042,train
C6,11,22,22,early,0,0.1161809303080454,train
C6,12,23,23,early,0,0.1213168234786207,train
C6,13,24,24,early,0,0.1262477977578404,train
C6,14,25,25,early,0,0.13117877203706002,train
C6,15,26,26,early,0,0.13610974631627965,train
C6,16,27,27,early,0,0.14104072059549935,train
C6,17,28,28,early,0,0.14597169487471898,train
C6,18,29,29,early,0,0.1509026691539386,train
C6,19,30,30,early,0,0.1554870761471252,train
C6,20,31,31,early,0,0.1597249158626929,train
C6,21,32,32,early,0,0.1636161882838135,train
C6,22,33,33,early,0,0.16716089342731516,train
C6,23,34,34,early,0,0.17035903127636987,train
C6,24,35,35,early,0,0.17321060184780543,train
C6,25,36,36,early,0,0.17571560513320805,train
C6,26,37,37,early,0,0.17822060841861068,train
C6,27,38,38,early,1,0.18072561170401338,train
C6,58,69,69,early,1,0.24790901815650443,train
C6,59,70,70,early,1,0.24909710120669995,train
C6,60,71,71,early,1,0.2506934927372599,train
C6,61,72,72,early,1,0.25268421307229905,train
C6,62,73,73,early,1,0.25505486376913605,train
C6,63,74,74,early,1,0.25779066253656135,train
C6,64,75,75,early,1,0.2608636681129916,train
C6,65,76,76,early,1,0.26383637740100463,train
C6,66,77,77,early,1,0.266706110107996,train
C6,67,78,78,early,1,0.26947043466039894,train
C6,68,79,79,early,1,0.2721271695499306,train
C6,69,80,80,early,1,0.27467438493225976,train
C6,70,81,81,early,1,0.2771104033001299,train
C6,71,82,82,early,1,0.2794337993150789,train
C6,72,83,83,early,1,0.2816433994708767,train
C6,73,84,84,early,1,0.28373828099970083,train
C6,74,85,85,early,1,0.2857177701051873,train
C6,75,86,86,early,1,0.28758144027962246,train
C6,76,87,87,early,1,0.28932910935902934,train
C6,77,88,88,early,1,0.29096083666239364,train
C6,78,89,89,early,1,0.292476919541907,train
C6,79,90,90,early,1,0.29387788959664873,train
C6,80,91,91,early,1,0.29516450821314444,train
C6,81,92,92,early,1,0.2963377620217843,train
C6,82,93,93,early,1,0.2973988580166796,train
C6,83,94,94,early,1,0.29834921808653586,train
C6,84,95,95,early,1,0.2991904732089655,train
C6,85,96,96,middle,1,0.2999244579813612,train
C6,86,97,97,middle,1,0.30055320388966333,train
C6,87,98,98,middle,1,0.3010789330819709,train
C6,88,99,99,middle,1,0.30150405155316723,train
C6,89,100,100,middle,1,0.30183114207712725,train
C6,90,101,101,middle,1,0.3020690494932344,train
C6,91,102,102,middle,1,0.3022325432192163,train
