condition,run_id,split,q_true,rate_norm,fine_state
C1,111,test,0.36535982744397644,0.0,1
C1,112,test,0.36535982744397644,0.0,1
C1,113,test,0.36535982744397644,0.0,1
C1,114,test,0.36535982744397644,0.0,1
C1,115,test,0.36535982744397644,0.00013129050386442067,1
C1,116,test,0.36535982744397644,0.0033737573525473067,1
C1,117,test,0.36537504078565886,0.009659583863275442,1
C1,118,test,0.3657507629788943,0.018920185599717025,1
C1,119,test,0.3664791357373907,0.031086408697374526,1
C1,120,test,0.36755221181109343,0.04595743384787034,1
C1,121,test,0.3689619779672225,0.060483662015624606,1
C1,122,test,0.37070037752666796,0.0745319075986495,1
C1,123,test,0.3727593324440388,0.08512134079172383,1
C1,124,test,0.37511555149607817,0.09231976363547624,1
C1,125,test,0.37741568254060914,0.09619665303052025,1
C1,126,test,0.3796595689344793,0.09682293898463744,1
C1,127,test,0.38184720466330263,0.0944020766961348,1
C1,128,test,0.3839787307258092,0.09198713579406444,1
C1,129,test,0.38605443135437517,0.08958429163041261,1
C1,130,test,0.38807473011854576,0.08719955182882555,1
C1,131,test,0.3900401859466456,0.08483875133655276,1
C1,132,test,0.3919514889601747,0.08250754808230859,1
C1,133,test,0.3938094562847998,0.08021141853311153,1
C1,134,test,0.39561502776773766,0.07795565375608883,1
C1,135,test,0.3973692615664245,0.07574535638902766,1
C1,136,test,0.39907332971378656,0.07358543730804891,1
C1,137,test,0.4007285136015975,0.07148061300210427,1
C1,138,test,0.4023361994053349,0.0694354033514252,1
C1,139,test,0.40389787349733225,0.06745412910299171,1
C1,140,test,0.4054151177780255,0.06554091126466845,1
C1,141,test,0.4068896049486924,0.0636996696914721,1
C1,142,test,0.40832309392460503,0.06193412015714509,1
C1,143,test,0.40971742509606957,0.060247777383561796,1
C1,144,test,0.41107451540224577,0.0586439499917105,1
C1,145,test,0.412396354013427,0.058254105071359044,1
C1,146,test,0.41368499701872263,0.06075205787551797,1
C1,147,test,0.41507331255252106,0.06622908231611453,1
C1,148,test,0.41675709504298936,0.07477017173155455,1
C1,149,test,0.4187488378317533,0.08645396789755186,1
C1,150,test,0.4210603787275062,0.10022432597319265,1
C1,151,test,0.42370288646779136,0.11447607179176464,1
C1,152,test,0.426686847964761,0.1280514835758651,1
C1,153,test,0.4300220574231143,0.13924980290085634,1
C1,154,test,0.43358685669252306,0.14795217489133455,1
C1,155,test,0.43719600749261334,0.15404544299273173,1
C1,156,test,0.4408469062028606,0.1574222721673629,1
C1,157,test,0.44453692767264336,0.15910963453948718,1
C1,158,test,0.44826342861457474,0.16068310622994636,1
C1,159,test,0.4520237516999001,0.16214207630765504,1
C1,160,test,0.455815229185851,0.1634860933904727,1
C1,161,test,0.4596351866600095,0.1647148696844176,1
C1,162,test,0.46348094666766115,0.1658282708856308,1
C1,163,test,0.4673498325731718,0.16682632021959048,1
C1,164,test,0.4712391714852714,0.16770919137249224,1
C1,165,test,0.47514629835245337,0.16847720849124304,1
C1,166,test,0.47906855888825994,0.16913083911483465,1
C1,167,test,0.4830033131986341,0.16967069821356887,1
C1,168,test,0.48694793882421666,0.17009753607140557,1
C1,169,test,0.49089983413367677,0.1704122423251763,1
C1,170,test,0.49485642101497346,0.17061583990577683,1
C1,171,test,0.4988151482686864,0.17070948301854671,1
C1,172,test,0.5027734945333011,0.17069445108444598,1
C1,173,test,0.5067289710934817,0.17057214974987842,1
C1,174,test,0.5106791245713326,0.1703441017984385,1
C1,175,test,0.5146215397346738,0.17001194917052886,1
C1,176,test,0.5185538418372668,0.16957744690453697,1
C1,177,test,0.5224736997781234,0.1690424580878247,1
C1,178,test,0.52637882820771,0.16840895284691443,1
C1,179,test,0.5302669896341531,0.1676790053180816,1
C1,180,test,0.5341359971145021,0.16685478556893377,1
C1,181,test,0.537983716243921,0.1659385606082061,1
C1,182,test,0.5418080673789074,0.1649326893367518,1
C1,183,test,0.5456070278605066,0.16383961648871032,1
C1,184,test,0.5493786335354617,0.1626618736413244,1
C1,185,test,0.553120980745406,0.16140207012669414,1
C1,186,test,0.5568322284330686,0.1600628920219917,1
C1,187,test,0.5605105993123879,0.15864710012983416,1
C1,188,test,0.5641543819747178,0.15715752290967527,1
C1,189,test,0.5677619321759515,0.15559705344838734,1
C1,190,test,0.5713316740066369,0.1539686494602668,1
C1,191,test,0.574862101647146,0.1522753221791864,1
C1,192,test,0.5783517805377906,0.15052013938801784,1
C1,193,test,0.5817993481979004,0.1487062193597995,1
C1,194,test,0.5852035158639834,0.1468367258087321,1
C1,195,test,0.5885630689577716,0.14491486587055669,1
C1,196,test,0.5918768682563342,0.1429438870731581,1
C1,197,test,0.5951438508281696,0.1409270692581277,1
C1,198,test,0.5983630305012503,0.13886772761018132,1
C1,199,test,0.6015334985650915,0.1367692035689173,1
C1,200,test,0.6046544245898313,0.13463486482883474,1
C1,201,test,0.6077250565432409,0.13246809827068573,1
C1,202,test,0.6107447217268177,0.13027231097130126,1
C1,203,test,0.6137128264247487,0.12805092111534688,1
C1,204,test,0.6166288567229923,0.12580736102473153,1
C1,205,test,0.6194923782752548,0.12354506605078133,1
C1,206,test,0.6223030367710348,0.12126747861344506,1
C1,207,test,0.6250605575845918,0.11897803911306251,1
C1,208,test,0.6277647458919545,0.11668018895977318,1
C1,209,test,0.6304154864369003,0.11437735744609082,1
C1,210,test,0.633012743647965,0.11207296982529212,1
C1,211,test,0.635556560585342,0.10977043620362428,1
C1,212,test,0.6380470595259374,0.10747315255007003,1
C1,213,test,0.6404844407932582,0.10518449463755647,1
C1,214,test,0.6428689826403983,0.10290781804292619,1
C1,215,test,0.6452010406649842,0.10064645006854286,1
C1,216,test,0.64748104675607,0.0984036958010758,1
C1,217,test,0.6497095087431055,0.09618282397429025,1
C1,218,test,0.6518870099278887,0.09398707201802362,1
C1,219,test,0.6540142073293967,0.09181964302881625,1
C1,220,test,0.6560918316837835,0.08968370072085935,1
C1,221,test,0.6581206860402454,0.08758236336719702,1
C1,222,test,0.6601016448249287,0.08551871187814082,1
C1,223,test,0.6620356526708159,0.08349577465422679,1
C1,224,test,0.6639237235986464,0.0815165336450327,1
C1,225,test,0.6657669392617445,0.0795839182903531,1
C1,226,test,0.6675664482439528,0.07770080552020805,1
C1,227,test,0.669323464421471,0.07587001268620895,1
C1,228,test,0.6710392657927426,0.07409430362039292,1
C1,229,test,0.6727151928402959,0.0723763775273662,1
C1,230,test,0.6743526474776406,0.0707188740333407,1
C1,231,test,0.6759530910600745,0.06912436611749423,1
C1,232,test,0.6775180433315812,0.06759536213158603,1
C1,233,test,0.6790490804356356,0.06613429873133525,1
C1,234,test,0.6805478335110681,0.0647435459254259,1
C1,235,test,0.6820159868198822,0.06342539899709229,1
C1,236,test,0.6834552763431168,0.062182080523717376,1
C1,237,test,0.6848674877916536,0.06101573734743668,1
C1,238,test,0.6862544548510455,0.05992844158490915,1
C1,239,test,0.6876180574263471,0.05892218355873484,1
C1,240,test,0.6889602198869407,0.05799887684644079,1
C1,241,test,0.6902829088433233,0.0571603522216782,1
C1,242,test,0.6915881317429678,0.05640835967381315,1
C1,243,test,0.6928779344130844,0.05883149109163743,1
C1,244,test,0.6941543995394726,0.06623927688778371,4
C1,245,test,0.6957773433598424,0.07864581896737965,4
C1,246,test,0.6979584125730586,0.09605990363020778,4
C1,247,test,0.7007012486907094,0.11848498036484037,4
C1,248,test,0.7040089156561428,0.14283223108651708,4
C1,249,test,0.7078838958660797,0.16728646947350595,4
C1,250,test,0.7123280874793507,0.18873557622652543,4
C1,251,test,0.7173428017256361,0.2053463056990069,4
C1,252,test,0.7225710619997311,0.21708067211472173,4
C1,253,test,0.7278035041440307,0.22390586998912185,4
C1,254,test,0.7330382089376536,0.225794313511657,4
C1,255,test,0.7382732731902786,0.2258105986118329,4
C1,256,test,0.7435068116143274,0.22574562785811406,4
C1,257,test,0.7487369589311712,0.2256002757402832,4
C1,258,test,0.7539618725623903,0.22537550965004063,4
C1,259,test,0.7591797346189703,0.2250723979594371,4
C1,260,test,0.7643887540075051,0.22469210093262482,4
C1,261,test,0.7695871692384717,0.22423587476510254,4
C1,262,test,0.774773249479332,0.22370506855426148,4
C1,263,test,0.7799452977138417,0.22310112127002013,4
C1,264,test,0.7851016523802069,0.22242556074499098,4
C1,265,test,0.7902406891262589,0.2216800067038996,4
C1,266,test,0.7953608235007134,0.22086615965574893,4
C1,267,test,0.8004605123573076,0.21998580897224948,4
C1,268,test,0.8055382557269847,0.2190408248093776,4
C1,269,test,0.810592599392141,0.21803315709759122,4
C1,270,test,0.8156221357057086,0.2169648355418194,4
C1,271,test,0.8206255061654052,0.21583796659204407,4
C1,272,test,0.82560140281787,0.21465472738449914,4
C1,273,test,0.8305485697798127,0.21341737281028356,4
C1,274,test,0.8354658051101956,0.21212822137810072,4
C1,275,test,0.8403519624483936,0.21078966127310442,4
C1,276,test,0.8452059519502836,0.20940414631767046,4
C1,277,test,0.8500267423944518,0.2079741919321817,4
C1,278,test,0.8548133622352951,0.20650237210562036,4
C1,279,test,0.8595649010071579,0.20499132040537646,4
C1,280,test,0.8642805106114576,0.20344372189881377,4
C1,281,test,0.8689594063697867,0.20186231618268158,4
C1,282,test,0.8736008681940278,0.20024989132429058,4
C1,283,test,0.8782042419904894,0.19860927982230858,4
C1,284,test,0.8827689403619736,0.19694335860675566,4
C1,285,test,0.887294443426858,0.1952550460095906,4
C1,286,test,0.8917802998721964,0.19354729570588836,4
C1,287,test,0.8962261277727995,0.19182309671385311,4
C1,288,test,0.9006316152933024,0.1900854693555947,4
C1,289,test,0.9049965213902333,0.1883374632375181,4
C1,290,test,0.9093206761630493,0.18658215321111188,4
C1,291,test,0.9136039816732133,0.18482263634355328,4
C1,292,test,0.9178464122952298,0.18306202787846906,4
C1,293,test,0.9220480150676796,0.18130346123595018,4
C1,294,test,0.9262089099272408,0.1795500799341303,4
C1,295,test,0.9303292900597251,0.17780503960877345,4
C1,296,test,0.9344094217830652,0.17607149892505913,4
C1,297,test,0.9384496451323708,0.17435262159718815,4
C1,298,test,0.942450373157863,0.17265157032954923,4
C1,299,test,0.9464120923929169,0.17097150681673035,4
C1,300,test,0.9503353625030295,0.16931558164549154,4
C1,301,test,0.9542208161688075,0.16768694035355908,4
C1,302,test,0.9580691585009103,0.16608871131201397,4
C1,303,test,0.9618811670400499,0.16452400875468154,4
C1,304,test,0.9656576908209002,0.16299592671932078,4
C1,305,test,0.9693996503720966,0.16150753500840662,4
C1,306,test,0.9731080368971565,0.16006187716952863,4
C1,307,test,0.9767839112213766,0.15866196847577443,4
C1,308,test,0.9804284035578102,0.15731078986691927,4
C1,309,test,0.9840427123371532,0.15601128592980643,4
C1,310,test,0.9876281035056758,0.154766363888562,4
C1,311,test,0.9911859094721192,0.138584942589746,4
C1,312,test,0.9947175279375836,0.12258841259928974,4
C1,313,test,0.9964869913581387,0.10676895046499765,4
C1,314,test,0.9982476955787759,0.09508154180290733,4
C1,315,test,0.9999999999999919,0.0759791891004904,4
C4,1,train,0.0,0.41464740737851313,0
C4,2,train,0.008571868260006676,0.4541843569627428,0
C4,3,train,0.016691166989286306,0.6000709606548357,0
C4,4,train,0.024376910152538428,0.817345213310228,0
C4,5,train,0.040258640761130095,0.8885122454276606,0
C4,6,train,0.054835526925978,0.9491505090583887,0
C4,7,train,0.06818197714030047,0.999999999925473,0
C4,8,train,0.08036948485143815,0.9134163356585049,0
C4,9,train,0.09146671018918234,0.8319556722823379,0
C4,10,train,0.1015395600752303,0.7554126980387124,0
C4,11,train,0.11065126662291148,0.6835879491115915,0
C4,12,train,0.11886246400063642,0.6162876889774211,0
C4,13,train,0.12623126366821227,0.5533237900945107,0
C4,14,train,0.13281332801080437,0.4945136173159914,0
C4,15,train,0.13866194251095557,0.4396799124107789,0
C4,16,train,0.14382808632651137,0.3886506808005432,0
C4,17,train,0.1483605014066031,0.34125908051270964,0
C4,18,train,0.1523057601291695,0.29734331113344814,0
C4,19,train,0.15570833148479732,0.25674650682336175,1
C4,20,train,0.15861064579861892,0.2193166284713876,1
C4,21,train,0.16105315813068127,0.18490635966518398,1
C4,22,train,0.163074410156556,0.15337300253837788,1
C4,23,train,0.16471109082553498,0.12457837681875421,1
C4,24,train,0.16599809555688363,0.09848921247827197,1
C4,25,train,0.1669685841889017,0.07534228525046786,1
C4,26,train,0.16766077970210752,0.05532792835128144,1
C4,27,train,0.16812910900869038,0.0385928410327033,1
C4,28,train,0.16842303047534085,0.02524279372231969,1
C4,29,train,0.16858728154480665,0.015244742795018243,1
C4,30,train,0.1686621181722246,0.008264109281545869,1
C4,31,train,0.1686835464479116,0.008835271067862456,1
C4,32,train,0.1686835464479116,0.016416336364308143,1
C4,33,train,0.16901578704459747,0.030325628713669037,1
C4,34,train,0.16968865026890445,0.04996304787353995,1
C4,35,train,0.1706966585387618,0.074805107787908,1
C4,36,train,0.17203555733921846,0.09954847941452437,1
C4,37,train,0.17370220617149595,0.12405005123076181,1
C4,38,train,0.1756944746229676,0.14343329400966384,1
C4,58,train,0.2231206036212324,0.1902299979985361,1
C4,59,train,0.22569642919558808,0.1918789757570994,1
C4,60,train,0.2282934032035392,0.19343953239780767,1
C4,61,train,0.2309101119969202,0.1948960553516506,1
C4,62,train,0.23354495085094576,0.19623425365672809,1
C4,63,train,0.2361961410036798,0.1974411072361258,1
C4,64,train,0.2388617460347392,0.19850481876112466,1
C4,65,train,0.24153968760801164,0.1994147653913118,1
C4,66,train,0.2442277605949068,0.20016145223824336,1
C4,67,train,0.2469236475864002,0.20073646693712272,1
C4,68,train,0.2496249328103886,0.20113243508027923,1
C4,69,train,0.2523291154626168,0.2013429768817255,1
C4,70,train,0.2550336224594365,0.20136266482665682,1
C4,71,train,0.2577358206536911,0.20118698218270625,1
C4,72,train,0.2604330285054732,0.20081228261921408,1
C4,73,train,0.26312252721600815,0.2002357515500572,1
C4,74,train,0.265801571349446,0.19945536698406113,1
C4,75,train,0.26846739899211813,0.19846986234516475,1
C4,76,train,0.2711172413418845,0.19727869052371766,1
C4,77,train,0.27374833188450287,0.19588198805090776,1
C4,78,train,0.2763579151157217,0.19428054025806776,1
C4,79,train,0.27894325475954107,0.19247574840576676,1
C4,80,train,0.28150164159001445,0.1904695961973559,1
C4,81,train,0.2840304008152931,0.18826461838541864,1
C4,82,train,0.28652689900739614,0.18586386950132464,1
C4,83,train,0.28898855071811586,0.183270893815902,1
C4,84,train,0.29141282459935114,0.18048969579256477,1
C4,85,train,0.29379724920957667,0.17752471238711592,1
C4,86,train,0.29613941841559344,0.17438078423955136,1
C4,87,train,0.2984369964638981,0.1710631298205297,1
C4,88,train,0.3006877226638524,0.16757731859297226,1
C4,89,train,0.30288941577350825,0.16392924638966225,1
C4,90,train,0.30503997800549404,0.16012511017528983,1
C4,91,train,0.30713739877685325,0.15617138490139632,1
C4,92,train,0.3091797580872045,0.1520747994995434,1
C4,93,train,0.3111652296491137,0.14784231558293398,1
C4,94,train,0.3130920836633057,0.1434811050400392,1
C4,95,train,0.3149586893956467,0.13899852947488708,1
C4,96,train,0.3167635174237436,0.13440211940115238,1
C4,97,train,0.3185051416357572,0.1296995555291193,1
C4,98,train,0.32018224096491016,0.12489864882155455,1
C4,99,train,0.3217936009092444,0.12000732301179277,1
C4,100,train,0.3233381147705563,0.1150335963831791,1
C4,101,train,0.32481478472813774,0.10998556490270811,1
C4,102,train,0.3262227226151759,0.10487138584715132,1
C4,103,train,0.3275611505217001,0.09969926204470338,1
C4,104,train,0.3288294012158199,0.09447742599355757,1
C4,105,train,0.3300269183254349,0.08921412595023043,1
C4,106,train,0.33115325634649473,0.08391761152547794,1
C4,107,train,0.33220808048606687,0.07859612001885329,1
C4,108,train,0.33319116629891676,0.07325786349195633,1
C4,109,train,0.3341023991919338,0.06791101633411717,1
C4,110,train,0.3349417737385883,0.06256370319743051,1
C4,111,train,0.33570939285297546,0.05722398779355591,1
C4,112,train,0.33640546682344724,0.05189986144430891,1
C4,113,train,0.3370303121975719,0.04659923298647914,1
C4,114,train,0.3375843505184215,0.04132991879975486,1
C4,115,train,0.33806810696174516,0.0360996330808853,1
C4,116,train,0.3384822088409884,0.030915978856497016,1
C4,117,train,0.33882738398842055,0.025786439488371442,1
C4,118,train,0.339104459037146,0.02082582527065781,1
C4,119,train,0.3393143575874823,0.016171975947829275,1
C4,120,train,0.3394653074148558,0.011959464980390225,1
C4,121,train,0.33956718347360654,0.008319418077803743,1
C4,122,train,0.33962974210256,0.005379338133262201,1
C4,123,train,0.33966260713244867,0.0031554801141030478,1
C4,124,train,0.33967525630719925,0.001636977171964439,1
C4,125,train,0.33967700794474637,0.0007045160688667417,1
C4,126,train,0.33967700794474637,0.00021464980203786884,1
C4,127,train,0.33967700794474637,2.610885031753282e-05,1
C4,128,train,0.33967700794474637,0.0010901680435508147,1
C4,129,train,0.33967700794474637,0.0050487143826315585,1
C4,130,train,0.3397501471008,0.011732527740836055,1
C4,131,train,0.3400157251831445,0.020999613590551462,1
C4,132,train,0.3404641408848621,0.03270929999616952,1
C4,133,train,0.34108586782148825,0.04563227098174956,1
C4,134,train,0.3418714683409915,0.057852889468421556,1
C4,135,train,0.34281160703641167,0.06828858539167491,1
C4,136,train,0.3438970639694122,0.07516973100507386,1
C4,137,train,0.3450456084239163,0.07864898159514792,1
C4,138,train,0.3461289900438028,0.07887881368982885,1
C4,139,train,0.34714801278968893,0.07601129533148587,1
C4,140,train,0.34810357087438437,0.07128802796378723,1
C4,141,train,0.34899664657410795,0.06663779825632143,1
C4,142,train,0.3498283079653699,0.062066997075146256,1
C4,143,train,0.35059970660403483,0.05758184366821955,1
C4,144,train,0.3513120752126458,0.05318838258760085,1
C4,145,train,0.3519667252521144,0.048892480611641365,1
C4,146,train,0.35256504452644855,0.04469982415964262,1
C4,147,train,0.35310849471314487,0.04061591646028536,1
C4,148,train,0.3535986088688019,0.03664607570492963,1
C4,175,train,0.3560326612905548,0.0,1
C4,176,train,0.3560326612905548,0.0,1
C4,177,train,0.3560326612905548,0.0,1
C4,178,train,0.3560326612905548,0.0,1
C4,179,train,0.3560326612905548,0.0,1
C4,180,train,0.3560326612905548,0.0,1
C4,181,train,0.3560326612905548,0.0,1
C4,182,train,0.3560326612905548,0.0,1
C4,183,train,0.3560326612905548,0.0,1
C4,184,train,0.3560326612905548,0.0,1
C4,185,train,0.3560326612905548,0.0,1
C4,186,train,0.3560326612905548,0.0,1
C4,187,train,0.3560326612905548,0.0,1
C4,188,train,0.3560326612905548,0.0,1
C4,189,train,0.3560326612905548,0.0,1
C4,190,train,0.3560326612905548,0.0,1
C4,191,train,0.3560326612905548,0.0,1
C4,192,train,0.3560326612905548,0.0,1
C4,193,train,0.3560326612905548,0.0012534651297385203,1
C4,194,train,0.3560326612905548,0.003916099667066383,1
C4,195,train,0.3561167560154681,0.008120405344067405,1
C4,196,train,0.3562953916341614,0.014002778909683069,1
C4,197,train,0.35657745766134535,0.021703412039680903,1
C4,198,train,0.35697210492763276,0.030112722546622197,1
C4,199,train,0.3574887388645184,0.039222474485185836,1
C4,200,train,0.3581370125498305,0.047797646870222046,1
C4,201,train,0.358926819604511,0.055700451787397146,1
C4,202,train,0.35978419223232966,0.06281576352966331,1
C4,203,train,0.36070903710027846,0.06902401020077932,1
C4,204,train,0.3617030358791867,0.07420126371015039,1
C4,205,train,0.36276781959227317,0.07947279772900744,1
C4,206,train,0.3639049675496623,0.08486195835169376,1
C4,207,train,0.3651160063407188,0.0903648208913655,1
C4,208,train,0.3664024089172359,0.09597739061044537,1
C4,209,train,0.36776559364358735,0.10169560567534398,1
C4,210,train,0.3692069235368467,0.1075153410960066,1
C4,211,train,0.370727705399535,0.11343241155753077,1
C4,212,train,0.372329189076259,0.11944257745260545,1
C4,213,train,0.3740125667268721,0.1255415452508935,1
C4,214,train,0.3757789722813412,0.13172497316214332,1
C4,215,train,0.37762948070464813,0.13798847581447554,1
C4,216,train,0.3795651075094741,0.14432762523925752,1
C4,217,train,0.3815868083267034,0.15073795653426797,1
C4,218,train,0.3836954782446592,0.1572149714339302,1
C4,219,train,0.38589195164391127,0.1656061708141945,1
C4,220,train,0.3881770017017033,0.17752588884521114,1
C4,221,train,0.3906755923950607,0.19299735060223722,1
C4,222,train,0.3934969847115437,0.21204142479722388,1
C4,223,train,0.39664363190513036,0.23467661762319067,1
C4,224,train,0.4001177684341023,0.2590670253528319,1
C4,225,train,0.40392140905249246,0.2836074992009162,2
C4,226,train,0.4080563473233657,0.30642955262317345,2
C4,227,train,0.41252415512324386,0.32589777344714654,2
C4,228,train,0.41720192931746947,0.34196777857246763,2
C4,229,train,0.4219821848886883,0.35459747847497775,2
C4,230,train,0.4268639589376045,0.36374709813577555,2
C4,231,train,0.4318462212495231,0.37123124167828664,2
C4,232,train,0.4369278752029013,0.3786337410481792,2
C4,233,train,0.4421077590908769,0.3859497345533155,2
C4,234,train,0.44738464686463025,0.39317444421770137,2
C4,235,train,0.45275724945491197,0.4003031770126027,2
C4,236,train,0.45822421609357317,0.40733132485657597,2
C4,237,train,0.4637841353047116,0.4142543756954976,2
C4,238,train,0.4694355362262025,0.42106790857812015,2
C4,239,train,0.4751768900964172,0.4277675973494229,2
C4,240,train,0.48100661124537125,0.4343492180373318,2
C4,241,train,0.4869230586640404,0.4408086439282298,2
C4,242,train,0.49292453749108056,0.44714185418480995,2
C4,243,train,0.49900930000397564,0.4533449350771924,2
C4,244,train,0.505175547683926,0.45941407752067165,2
C4,245,train,0.5114214322895921,0.4653455832313327,2
C4,246,train,0.5177450572612186,0.47113587088164266,2
C4,247,train,0.5241444796203328,0.47678146625148365,2
C4,248,train,0.5306177113738708,0.48227901453936783,2
C4,249,train,0.5371627209182999,0.4876252791313128,2
C4,250,train,0.5437774349393194,0.4928171403697088,2
C4,251,train,0.5504597397333891,0.4978516004778066,2
C4,252,train,0.5572074830248314,0.5027257847908569,2
C4,253,train,0.5640184757003393,0.5074369392938297,2
C4,254,train,0.570890493295697,0.5119824367770451,2
C4,255,train,0.5778212777302862,0.516359776836169,2
C4,256,train,0.5848085390415947,0.5205665821788371,2
C4,257,train,0.5918499572023178,0.524600606011395,2
C4,258,train,0.5989431836070794,0.5284597295766431,2
