sample_id,split,condition,run_id,true_stage,pred_stage,q_true,q_hat,p_E,p_M,p_L,uncertainty,entropy,misclassified
test_C6_00090,test_C6,C6,102,middle,middle,,0.3646732,0.2223595323082183,0.7403910610321195,0.0372494066586622,0.2596089389678805,0.6184237571093064,0
test_C6_00091,test_C6,C6,103,middle,middle,,0.37777534,0.1554071695751855,0.8064751660460523,0.0381176643777622,0.1935248339539477,0.5345965728628882,0
test_C6_00092,test_C6,C6,104,middle,middle,,0.3847643,0.1326822389978919,0.8279333324199429,0.0393844285811651,0.17206666758005706,0.5021865386834491,0
test_C6_00093,test_C6,C6,105,middle,middle,,0.38883728,0.1263378284078044,0.8312889288257956,0.0423732427653998,0.16871107117420436,0.4996511248800442,0
test_C6_00094,test_C6,C6,106,middle,middle,,0.3938136,0.1248733331239745,0.8298392743632382,0.0452873925117874,0.17016072563676177,0.5049368324512271,0
test_C6_00095,test_C6,C6,107,middle,middle,,0.39726377,0.1217808149783168,0.831023118014878,0.047196067005805,0.16897688198512195,0.5045860886423179,0
test_C6_00096,test_C6,C6,108,middle,middle,,0.38097987,0.1790131607202281,0.7684049596558793,0.0525818796228926,0.2315950403441207,0.6055428313103918,0
test_C6_00097,test_C6,C6,109,middle,middle,,0.3915255,0.1438990693277131,0.8068595978793072,0.0492413327919796,0.19314040212069283,0.5465005933216226,0
test_C6_00098,test_C6,C6,110,middle,middle,,0.38744736,0.1644826519700334,0.7852305858902245,0.050286762138742,0.21476941410977546,0.5799065468569979,0
test_C6_00099,test_C6,C6,111,middle,middle,,0.3958831,0.1367957210116516,0.8144940999892991,0.0487101789980493,0.18550590001070089,0.5338037322049206,0
test_C6_00100,test_C6,C6,112,middle,middle,,0.39136127,0.1665712235901795,0.7827638216637993,0.0506649547450213,0.21723617833620068,0.5838075209167758,0
test_C6_00101,test_C6,C6,113,middle,middle,,0.39974964,0.1261428764677294,0.8255223174722648,0.0483348060590058,0.1744776825277352,0.51508503640749,0
test_C6_00102,test_C6,C6,114,middle,middle,,0.39951575,0.1356005717380781,0.8151485355361946,0.0492508927247272,0.1848514644638054,0.533241466467296,0
test_C6_00103,test_C6,C6,115,middle,middle,,0.4056981,0.1091106434635065,0.8428479576192451,0.0480413989162483,0.15715204238075486,0.48394001912170215,0
test_C6_00104,test_C6,C6,116,middle,middle,,0.40573922,0.1174708554713377,0.8344019703068842,0.048127174220778,0.16559802969311577,0.4993982482029405,0
test_C6_00105,test_C6,C6,117,middle,middle,,0.41114983,0.0997816815335946,0.8523125711587073,0.0479057473066981,0.1476874288412927,0.4658036977470268,0
test_C6_00106,test_C6,C6,118,middle,middle,,0.41953334,0.0883505302254729,0.8627924474494791,0.048857022324048,0.13720755255052086,0.4452906482232962,0
test_C6_00107,test_C6,C6,119,middle,middle,,0.39778233,0.135225552735536,0.8095901805215056,0.0551842667419585,0.19040981947849445,0.5474554423415411,0
test_C6_00108,test_C6,C6,120,middle,middle,,0.41903692,0.1002821044247351,0.8420406457684249,0.0576772498058399,0.15795935423157514,0.49147646542804857,0
test_C6_00109,test_C6,C6,121,middle,middle,,0.42005587,0.1019875064602797,0.8418412483978875,0.0561712451408327,0.15815875160211246,0.4910732292440542,0
test_C6_00110,test_C6,C6,122,middle,middle,,0.42645273,0.0931931823651569,0.8487404154811958,0.0580664021526473,0.15125958451880417,0.47843695402393016,0
test_C6_00111,test_C6,C6,123,middle,middle,,0.4261883,0.114583138819055,0.821518983620324,0.0638978775596209,0.17848101637967595,0.5329442787123947,0
test_C6_00112,test_C6,C6,124,middle,middle,,0.43308562,0.0934669143006574,0.8437992852901999,0.0627338004081426,0.15620071470980013,0.49020258815711404,0
test_C6_00113,test_C6,C6,125,middle,middle,,0.43326184,0.0905788509519118,0.8494923119144535,0.0599288371326345,0.1505076880855465,0.4776661559321123,0
test_C6_00114,test_C6,C6,126,middle,middle,,0.437754,0.0818623075102414,0.8593881878663182,0.0587495046224403,0.1406118121336818,0.4566024117104509,0
test_C6_00115,test_C6,C6,127,middle,middle,,0.43331897,0.0924790265196058,0.8468844635275184,0.0606365099518756,0.15311553647248155,0.4832202595180314,0
test_C6_00116,test_C6,C6,128,middle,middle,,0.43642968,0.0840128091053727,0.8562728289892886,0.0597143619043387,0.14372717101071142,0.4635232673556331,0
test_C6_00117,test_C6,C6,129,middle,middle,,0.44468194,0.0724221024729479,0.8696382106498534,0.0579396868761987,0.13036178935014664,0.4338451958913836,0
test_C6_00118,test_C6,C6,130,middle,middle,,0.4412253,0.0698171479147938,0.8760473024471489,0.0541355496370572,0.1239526975528511,0.41839147603150945,0
test_C6_00119,test_C6,C6,131,middle,middle,,0.4425191,0.0632043542687399,0.886695401951495,0.0501002437787651,0.11330459804850501,0.3924463647220147,0
test_C6_00120,test_C6,C6,132,middle,middle,,0.43919992,0.0615904955109075,0.8924417282821921,0.0459677762059002,0.10755827171780785,0.377562465084998,0
test_C6_00121,test_C6,C6,133,middle,middle,,0.43888494,0.0561496959348529,0.9034218890204,0.0404284150437469,0.09657811097960001,0.3487637540094549,0
test_C6_00122,test_C6,C6,134,middle,middle,,0.43563417,0.0558610503021528,0.9060240772952544,0.0381148724015927,0.09397592270474564,0.3414260666938066,0
test_C6_00123,test_C6,C6,135,middle,middle,,0.43307406,0.0537167188191899,0.911356148846092,0.0349271323337182,0.08864385115390805,0.3266171106825218,0
test_C6_00124,test_C6,C6,136,middle,middle,,0.4312298,0.0536017509168583,0.9126256846881476,0.0337725643939942,0.08737431531185236,0.32287455164878825,0
test_C6_00125,test_C6,C6,137,middle,middle,,0.42987746,0.0517084004183377,0.9169758224615852,0.0313157771190771,0.08302417753841485,0.31049329724188357,0
test_C6_00126,test_C6,C6,138,middle,middle,,0.43030164,0.0512734060507264,0.9175005162147148,0.0312260777335587,0.08249948378528515,0.30907711615894434,0
test_C6_00127,test_C6,C6,139,middle,middle,,0.42868012,0.0505657581698668,0.9197127690629554,0.0297214727661777,0.0802872309370446,0.3025490812084298,0
test_C6_00128,test_C6,C6,140,middle,middle,,0.42632744,0.0517829307922573,0.9188888823241168,0.0293281868826257,0.0811111176758832,0.30451830167824157,0
test_C6_00129,test_C6,C6,141,middle,middle,,0.42738637,0.0505536873258972,0.920631525312952,0.0288147873601506,0.079368474687048,0.29967148211607997,0
test_C6_00130,test_C6,C6,142,middle,middle,,0.42736092,0.0505585610881947,0.9206698613539354,0.02877157755687,0.07933013864606464,0.29954807568012176,0
test_C6_00131,test_C6,C6,143,middle,middle,,0.42821988,0.049961270111028,0.9212965725647324,0.0287421573232395,0.07870342743526759,0.2978740978942545,0
test_C6_00132,test_C6,C6,144,middle,middle,,0.42876065,0.0502034790343682,0.920670625868756,0.0291258950958759,0.07932937413124397,0.2997247560929895,0
test_C6_00133,test_C6,C6,145,middle,middle,,0.42909992,0.0496085589988482,0.921477179437298,0.0289142615628538,0.07852282056270199,0.29747995410135536,0
test_C6_00134,test_C6,C6,146,middle,middle,,0.42858744,0.0496771687400495,0.9216074314461642,0.0287153998127862,0.0783925685538358,0.2970351515933899,0
test_C6_00135,test_C6,C6,147,middle,middle,,0.42978978,0.0491265030957779,0.921881390045292,0.0289921068579299,0.07811860995470798,0.29644087192974694,0
test_C6_00136,test_C6,C6,148,middle,middle,,0.43004274,0.0490385666433297,0.9219528556991728,0.0290085776564975,0.07804714430082715,0.2962579698373428,0
test_C6_00137,test_C6,C6,149,middle,middle,,0.43056393,0.048775334507645,0.9222192613789458,0.0290054041124091,0.07778073862105417,0.29554432703573763,0
test_C6_00138,test_C6,C6,150,middle,middle,,0.42780825,0.0507185289693891,0.9199360684793166,0.0293454025502942,0.08006393152068336,0.30177516257455445,0
test_C6_00139,test_C6,C6,151,middle,middle,,0.4302209,0.0493572054501947,0.921392319678067,0.0292504748707382,0.078607680321933,0.2978684924721902,0
test_C6_00140,test_C6,C6,152,middle,middle,,0.42877644,0.04983785090436,0.9212536627467116,0.0289084863479282,0.07874633725328839,0.29807106340312123,0
test_C6_00141,test_C6,C6,153,middle,middle,,0.4315061,0.0491559313273513,0.921134781908274,0.0297092867633747,0.07886521809172597,0.29876942933143685,0
test_C6_00142,test_C6,C6,154,middle,middle,,0.43216893,0.0494904198951389,0.9202999935310028,0.0302095865728583,0.07970000646899722,0.3012203897233714,0
test_C6_00143,test_C6,C6,155,middle,middle,,0.4339731,0.0489106347190146,0.9201916645088286,0.0308977007711567,0.07980833549117139,0.30180759413870395,0
test_C6_00144,test_C6,C6,156,middle,middle,,0.43381295,0.0489700289740449,0.9203437912603044,0.0306861797646505,0.07965620873969559,0.3013120982504081,0
test_C6_00145,test_C6,C6,157,middle,middle,,0.43551704,0.0490041970381253,0.9192252865746464,0.0317705163862281,0.08077471342535358,0.3047422103202863,0
test_C6_00146,test_C6,C6,158,middle,middle,,0.4366483,0.0486913601722937,0.9194171978242328,0.0318914420024736,0.08058280217576719,0.3042766618830978,0
test_C6_00147,test_C6,C6,159,middle,middle,,0.43482205,0.0493852601336573,0.9189004455389684,0.0317142943263741,0.08109955446103156,0.30558542175397596,0
test_C6_00148,test_C6,C6,160,middle,middle,,0.43389755,0.0491913073330176,0.9198942084638791,0.0309144842021031,0.08010579153612085,0.30260838903100357,0
test_C6_00149,test_C6,C6,161,middle,middle,,0.45037955,0.0449541349421763,0.9188480580336532,0.0361978070231706,0.08115194196634679,0.3070698870627172,0
test_C6_00150,test_C6,C6,162,middle,middle,,0.4462752,0.0456303864609912,0.9193310532976648,0.035038560240344,0.08066894670233515,0.3054928759344687,0
test_C6_00151,test_C6,C6,163,middle,middle,,0.4467305,0.0454992539361367,0.9193896764425976,0.0351110696202657,0.08061032355740239,0.30534981956900475,0
test_C6_00152,test_C6,C6,164,middle,middle,,0.44993588,0.0453183277250572,0.9174084392033413,0.0372732330706016,0.08259156079665875,0.3112192890231187,0
test_C6_00153,test_C6,C6,165,middle,middle,,0.45374623,0.0443536415115155,0.916939107802734,0.0387072506847505,0.08306089219726598,0.31272503713266236,0
test_C6_00154,test_C6,C6,166,middle,middle,,0.45637932,0.0446219831306717,0.9141202096012604,0.0412578072670677,0.08587979039873961,0.3207332492453183,0
test_C6_00155,test_C6,C6,167,middle,middle,,0.46138558,0.043397355051484,0.9132964120800195,0.0433062328674962,0.08670358791998045,0.3230824464507196,0
test_C6_00156,test_C6,C6,168,middle,middle,,0.47055346,0.0434047109237731,0.906611608897433,0.0499836801777938,0.09338839110256703,0.3411649263243202,0
test_C6_00157,test_C6,C6,169,middle,middle,,0.4835607,0.0433346525000223,0.8960312012000017,0.060634146298976,0.10396879879999832,0.36804297857390555,0
test_C6_00158,test_C6,C6,170,middle,middle,,0.49388233,0.0448928745525893,0.8771627602382911,0.0779443652081194,0.1228372397617089,0.4125045909054295,0
test_C6_00159,test_C6,C6,171,middle,middle,,0.5033934,0.0460518290328128,0.8575454473281684,0.0964027236380186,0.1424545526718316,0.45424829180829696,0
test_C6_00160,test_C6,C6,172,middle,middle,,0.5055533,0.0485725846746828,0.8438659106263082,0.1075615046980088,0.15613408937369178,0.48242903442503127,0
test_C6_00161,test_C6,C6,173,middle,middle,,0.5136125,0.0482071205515438,0.8329076346089664,0.1188852448384897,0.16709236539103356,0.5021208974304399,0
test_C6_00162,test_C6,C6,174,middle,middle,,0.51849055,0.0497110281848877,0.8142760676817826,0.1360129041323297,0.18572393231821738,0.5350871499217777,0
test_C6_00163,test_C6,C6,175,middle,middle,,0.5289565,0.0496936740518854,0.7870603930019505,0.1632459329451639,0.21293960699804948,0.5766538494184626,0
test_C6_00164,test_C6,C6,176,middle,middle,,0.52098805,0.0508776161169398,0.8053621188012833,0.1437602650807769,0.19463788119871672,0.5504219746227252,0
test_C6_00165,test_C6,C6,177,middle,middle,,0.5272335,0.0499812684176837,0.7917020795579222,0.1583166520233941,0.20829792044207784,0.5702373864611074,0
test_C6_00166,test_C6,C6,178,middle,middle,,0.52223736,0.0501194559259387,0.8033909248900447,0.1464896191830165,0.1966090751099553,0.5527661096103716,0
test_C6_00167,test_C6,C6,179,middle,middle,,0.5195219,0.0488080889534909,0.815931608778741,0.135260302266768,0.18406839122125895,0.531552217222616,0
test_C6_00168,test_C6,C6,180,middle,middle,,0.50754213,0.0480591159943061,0.8441749982462723,0.1077658857584215,0.1558250017537277,0.48147521041900243,0
test_C6_00169,test_C6,C6,181,middle,middle,,0.5027605,0.0464203190648608,0.8570545238559588,0.0965251570781803,0.14294547614404118,0.45547117309481516,0
test_C6_00170,test_C6,C6,182,middle,middle,,0.49763444,0.046018332958404,0.8663840013950808,0.0875976656455153,0.13361599860491924,0.4362236378810498,0
test_C6_00171,test_C6,C6,183,middle,middle,,0.4934488,0.0468376127240937,0.8718292416966854,0.0813331455782209,0.1281707583033146,0.425114481050574,0
test_C6_00172,test_C6,C6,184,middle,middle,,0.49716693,0.0460196825752842,0.8692112046680445,0.0847691127556712,0.13078879533195553,0.4302810033514469,0
test_C6_00173,test_C6,C6,185,middle,middle,,0.4852418,0.0454335804421265,0.8865108945249661,0.0680555250319073,0.11348910547503388,0.3915333897931104,0
test_C6_00174,test_C6,C6,186,middle,middle,,0.47458526,0.0444665770800362,0.89971674360723,0.0558166793117337,0.10028325639277003,0.3591551663028965,0
test_C6_00175,test_C6,C6,187,middle,middle,,0.47047713,0.0453384823192634,0.901164314871946,0.0534972028077906,0.09883568512805396,0.35561927295658313,0
test_C6_00176,test_C6,C6,188,middle,middle,,0.4647055,0.0441914607805902,0.9083254475315384,0.0474830916868712,0.09167455246846157,0.3366792420077634,0
test_C6_00177,test_C6,C6,189,middle,middle,,0.46090433,0.0446175048301131,0.910596822595704,0.0447856725731828,0.08940317740429604,0.3305299062194348,0
test_C6_00178,test_C6,C6,190,middle,middle,,0.4567722,0.0440521675208375,0.9148451087576448,0.0411027237205175,0.0851548912423552,0.3187258139365973,0
test_C6_00179,test_C6,C6,191,middle,middle,,0.45233768,0.045102351464591,0.9161894547697942,0.0387081937646147,0.08381054523020581,0.3147859294576116,0
test_C6_00180,test_C6,C6,192,middle,middle,,0.4494275,0.0445251310264686,0.9196171378482568,0.0358577311242745,0.08038286215174317,0.3048868286707966,0
