method,output,run_id,q_true,q_pred,q_pred_norm,true_stage,pred_stage,prob_early,prob_middle,prob_late,max_prob
A1,raw,36,0.17571560513320805,0.3107693,0.0073236086809766576,early,early,0.9533355,0.030507527,0.016157001,0.9533355
A1,raw,37,0.17822060841861068,0.31063253,0.006998475771579165,early,early,0.95346683,0.03037807,0.016155168,0.95346683
A1,raw,38,0.18072561170401338,0.31032658,0.006271164126992221,early,early,0.9536363,0.030271579,0.016092181,0.9536363
A1,raw,39,0.183230614989416,0.31011748,0.005774086614708699,early,early,0.95368373,0.030261625,0.016054684,0.95368373
A1,raw,40,0.18573561827481863,0.31012213,0.0057851407057279034,early,early,0.95363855,0.03032416,0.01603735,0.95363855
A1,raw,41,0.18824062156022117,0.31012973,0.005803207607178658,early,early,0.9536878,0.030323312,0.015988898,0.9536878
A1,raw,42,0.1907456248456237,0.30962062,0.004592939160126377,early,early,0.95382214,0.030265007,0.015912862,0.95382214
A1,raw,43,0.19325062812261246,0.30968666,0.004749931024837979,early,early,0.9538259,0.030202176,0.015971893,0.9538259
A1,raw,44,0.19575563140801508,0.30943763,0.0041579309632217825,early,early,0.953919,0.030132025,0.01594906,0.953919
A1,raw,45,0.19826063468500363,0.309207,0.0036096718209073704,early,early,0.9541297,0.030034427,0.015835853,0.9541297
A1,raw,46,0.20076563797040625,0.3092773,0.0037767906593268465,early,early,0.9540787,0.030083861,0.015837535,0.9540787
A1,raw,47,0.20327064128105096,0.3092726,0.0037656177071139496,early,early,0.9540123,0.030149085,0.01583869,0.9540123
A1,raw,48,0.2057756445412115,0.30921546,0.0036297831348906903,early,early,0.9539957,0.030149475,0.015854927,0.9539957
A1,raw,49,0.2082806478266142,0.30946785,0.004229770668727242,early,early,0.953901,0.030205633,0.015893444,0.953901
A1,raw,50,0.2107856511456729,0.30960348,0.004552193542907095,early,early,0.95383674,0.03026711,0.015896171,0.95383674
A1,raw,51,0.21329065440583345,0.309708,0.004800660982332574,early,early,0.95361793,0.030357618,0.016024496,0.95361793
A1,raw,52,0.21579565769965003,0.30985945,0.005160691538216513,early,early,0.9535692,0.030381756,0.016049141,0.9535692
A1,raw,53,0.2183006610187089,0.31034297,0.006310126826305061,early,early,0.9532338,0.030504445,0.016261758,0.9532338
A1,raw,54,0.22080566425362733,0.31057817,0.006869249881728637,early,early,0.95307857,0.030556556,0.01636491,0.95307857
A1,raw,55,0.2233106675726861,0.31067303,0.007094753338520726,early,early,0.9528272,0.03068051,0.016492227,0.9528272
A1,raw,56,0.2258156708917448,0.31107557,0.008051681037203629,early,early,0.9527176,0.03076224,0.016520152,0.9527176
A1,raw,57,0.22832067412666315,0.31170356,0.009544553858527809,early,early,0.9523671,0.030989844,0.016642923,0.9523671
A1,raw,58,0.23082567744572202,0.31208268,0.010445806974055871,early,early,0.9523133,0.0309923,0.01669436,0.9523133
A1,raw,59,0.23333068068064047,0.3124793,0.011388661507398198,early,early,0.951764,0.031294335,0.016941708,0.951764
A1,raw,60,0.2358356839155588,0.31273922,0.012006549537014202,early,early,0.95181066,0.031478588,0.016710754,0.95181066
A1,raw,61,0.2383406872346176,0.3130735,0.012801207933982789,early,early,0.9513408,0.031741366,0.016917884,0.9513408
A1,raw,62,0.24053334218595268,0.3128292,0.012220452141295706,early,early,0.95146877,0.03187319,0.016658092,0.95146877
A1,raw,63,0.2424136488537044,0.31355837,0.013953852474302617,early,early,0.95071906,0.032271545,0.017009411,0.95071906
A1,raw,64,0.2439816073220131,0.3137321,0.01436684757812389,early,early,0.9505764,0.032497063,0.016926419,0.9505764
A1,raw,65,0.24523721750673852,0.31490836,0.017163080933449367,early,early,0.9484244,0.03346889,0.018106727,0.9484244
A1,raw,66,0.24618047940788057,0.31548768,0.01854025426877248,early,early,0.9479145,0.033958685,0.01812677,0.9479145
A1,raw,67,0.24681139302543928,0.31680593,0.02167402964212354,early,early,0.9461505,0.035257667,0.018591866,0.9461505
A1,raw,68,0.24714276949335398,0.3171714,0.022542833651756407,early,early,0.94454604,0.036672197,0.018781772,0.94454604
A1,raw,69,0.24790901815650443,0.3198522,0.028915695416125337,early,early,0.9415495,0.03895948,0.01949102,0.9415495
A1,raw,70,0.24909710120669995,0.3223141,0.03476818287423488,early,early,0.9373442,0.04252522,0.020130573,0.9373442
A1,raw,71,0.2506934927372599,0.32480612,0.04069227231546237,early,early,0.9320815,0.047148574,0.020769812,0.9320815
A1,raw,72,0.25268421307229905,0.3268025,0.04543811451523522,early,early,0.92748034,0.051567286,0.020952372,0.92748034
A1,raw,73,0.25505486376913605,0.33228207,0.05846427914451872,early,early,0.91628975,0.06129139,0.022418827,0.91628975
A1,raw,74,0.25779066253656135,0.33443183,0.0635747399422544,early,early,0.9081632,0.06884904,0.022987865,0.9081632
A1,raw,75,0.2608636681129916,0.33585265,0.06695234716847444,early,early,0.8948992,0.08111312,0.023987683,0.8948992
A1,raw,76,0.26383637740100463,0.3345486,0.06385232837414984,early,early,0.9027547,0.07375383,0.023491498,0.9027547
A1,raw,77,0.266706110107996,0.3347901,0.06442642793998658,early,early,0.8905157,0.0854788,0.024005476,0.8905157
A1,raw,78,0.26947043466039894,0.33362174,0.06164897465327441,early,early,0.9047853,0.07270666,0.022508064,0.9047853
A1,raw,79,0.2721271695499306,0.33459008,0.06395093562048909,early,early,0.9019097,0.0756626,0.022427687,0.9019097
A1,raw,80,0.27467438493225976,0.33159715,0.05683607096798505,early,early,0.91330034,0.065642744,0.021056833,0.91330034
A1,raw,81,0.2771104033001299,0.33138466,0.056330934666764955,early,early,0.91121143,0.06747293,0.021315722,0.91121143
A1,raw,82,0.2794337993150789,0.3300119,0.05306757681998229,early,early,0.9169476,0.062478364,0.020574063,0.9169476
A1,raw,83,0.2816433994708767,0.33040875,0.054010978114815734,early,early,0.91458035,0.064776346,0.020643346,0.91458035
A1,raw,84,0.28373828099970083,0.33058292,0.05442501919714203,early,early,0.916691,0.063071325,0.02023767,0.916691
A1,raw,85,0.2857177701051873,0.3312505,0.05601200631168151,early,early,0.91365755,0.06590922,0.020433126,0.91365755
A1,raw,86,0.28758144027962246,0.33099213,0.05539780297907182,early,early,0.9090498,0.070379056,0.020571144,0.9090498
A1,raw,87,0.28932910935902934,0.3272775,0.04656729585590788,early,early,0.92217135,0.058077645,0.019751096,0.92217135
A1,raw,88,0.29096083666239364,0.33134857,0.05624514065711261,early,early,0.902472,0.076047815,0.021480283,0.902472
A1,raw,89,0.292476919541907,0.33018684,0.05348344836469224,early,early,0.91137034,0.06824449,0.020385163,0.91137034
A1,raw,90,0.29387788959664873,0.33249724,0.05897578640572415,early,early,0.88402754,0.09305553,0.022916997,0.88402754
A1,raw,91,0.29516450821314444,0.3338606,0.062216798348080894,early,early,0.90416044,0.0744751,0.021364493,0.90416044
A1,raw,92,0.2963377620217843,0.3340861,0.06275286233191599,early,early,0.87482077,0.10124863,0.023930596,0.87482077
A1,raw,93,0.2973988580166796,0.33365762,0.06173426944591298,early,early,0.89078027,0.08683458,0.02238517,0.89078027
A1,raw,94,0.29834921808653586,0.3331414,0.060507098937108664,early,early,0.8443912,0.12980817,0.025800547,0.8443912
A1,raw,95,0.2991904732089655,0.33512202,0.06521547608860999,early,early,0.855565,0.11927736,0.025157576,0.855565
A1,raw,96,0.2999244579813612,0.33714688,0.07002902162434554,middle,early,0.7839173,0.18610178,0.029980922,0.7839173
A1,raw,97,0.30055320388966333,0.34078965,0.07868870143984483,middle,early,0.6989536,0.26653764,0.034508705,0.6989536
A1,raw,98,0.3010789330819709,0.34062564,0.07829881295208964,middle,early,0.6356766,0.32784304,0.036480345,0.6356766
A1,raw,99,0.30150405155316723,0.3494098,0.09918072782679094,middle,middle,0.36511257,0.59519374,0.039693695,0.59519374
A1,raw,100,0.30183114207712725,0.35281166,0.10726771063853982,middle,middle,0.3038122,0.65672386,0.039463904,0.65672386
A1,raw,101,0.3020690494932344,0.3589523,0.12186538665493586,middle,middle,0.2339429,0.72674924,0.039307855,0.72674924
A1,raw,102,0.3022325432192163,0.3646732,0.13546524672199728,middle,middle,0.18989287,0.7710403,0.039066784,0.7710403
A1,raw,103,0.302336046771595,0.37777534,0.16661196674490444,middle,middle,0.13591734,0.82493037,0.03915225,0.82493037
A1,raw,104,0.30239361269184667,0.3847643,0.18322628931902563,middle,middle,0.11873318,0.84091955,0.04034732,0.84091955
A1,raw,105,0.302418898229824,0.38883728,0.1929086746178318,middle,middle,0.11529704,0.8405518,0.044151105,0.8405518
A1,raw,106,0.3024251420368648,0.3938136,0.204738501331971,middle,middle,0.117889315,0.8340296,0.04808103,0.8340296
A1,raw,107,0.3024251420368648,0.39726377,0.212940327829126,middle,middle,0.11573276,0.8336528,0.050614472,0.8336528
A1,raw,108,0.3024251420368648,0.38097987,0.17422985196937965,middle,middle,0.20542875,0.73436826,0.06020294,0.73436826
A1,raw,109,0.3024251420368648,0.3915255,0.19929917538335404,middle,middle,0.14958173,0.7960591,0.05435917,0.7960591
A1,raw,110,0.3024251420368648,0.38744736,0.18960452360935234,middle,middle,0.1839144,0.7594531,0.056632426,0.7594531
A1,raw,111,0.3024251420368648,0.3958831,0.20965816614149116,middle,middle,0.140674,0.8058905,0.053435434,0.8058905
A1,raw,112,0.3024251420368648,0.39136127,0.1989087639063462,middle,middle,0.1914027,0.75129515,0.057302106,0.75129515
A1,raw,113,0.3024251420368648,0.39974964,0.21884979734352164,middle,middle,0.12515007,0.8223853,0.052464586,0.8223853
A1,raw,114,0.3024251420368648,0.39951575,0.2182937884513744,middle,middle,0.14149728,0.804385,0.054117743,0.804385
A1,raw,115,0.3024251420368648,0.4056981,0.23299061847560093,middle,middle,0.10107361,0.8476147,0.05131172,0.8476147
A1,raw,116,0.3024251420368648,0.40573922,0.23308836992134507,middle,middle,0.11497273,0.83322436,0.05180285,0.83322436
A1,raw,117,0.3024251420368648,0.41114983,0.24595060119220163,middle,middle,0.08970814,0.8595723,0.050719567,0.8595723
A1,raw,118,0.3024251420368648,0.41953334,0.265880081321344,middle,middle,0.076841004,0.8715732,0.05158579,0.8715732
A1,raw,119,0.3024251420368648,0.39778233,0.214173061041798,middle,middle,0.14043406,0.7971726,0.062393352,0.7971726
A1,raw,120,0.3024251420368648,0.41903692,0.26469997984526666,middle,middle,0.09596789,0.8394925,0.06453958,0.8394925
A1,raw,121,0.3024251420368648,0.42005587,0.2671222521128002,middle,middle,0.09921703,0.83817494,0.06260803,0.83817494
A1,raw,122,0.3024251420368648,0.42645273,0.28232902043047453,middle,middle,0.0888156,0.846281,0.064903446,0.846281
A1,raw,123,0.3024251420368648,0.4261883,0.28170041112118177,middle,middle,0.12463728,0.80062824,0.074734494,0.80062824
A1,raw,124,0.3024251420368648,0.43308562,0.2980968848993888,middle,middle,0.092832685,0.835398,0.07176933,0.835398
A1,raw,125,0.3024251420368648,0.43326184,0.29851579929065897,middle,middle,0.088030376,0.8444701,0.06749952,0.8444701
A1,raw,126,0.3024412137797824,0.437754,0.3091946692934296,middle,middle,0.07654075,0.85809827,0.06536103,0.85809827
A1,raw,127,0.3026364281860637,0.43331897,0.2986516100906435,middle,middle,0.09130237,0.84011847,0.06857919,0.84011847
A1,raw,128,0.30301078517156854,0.43642968,0.3060464641711567,middle,middle,0.07933336,0.8538861,0.06678054,0.8538861
A1,raw,129,0.3035642847362966,0.44468194,0.3256639336666922,middle,middle,0.06519044,0.8710749,0.063734725,0.8710749
A1,raw,130,0.3042969268802481,0.4412253,0.31744672653106537,middle,middle,0.05996325,0.88188404,0.05815265,0.88188404
A1,raw,131,0.30520871168756347,0.4425191,0.32052237878067025,middle,middle,0.05094541,0.8967814,0.05227316,0.8967814
A1,raw,132,0.30629963907410224,0.43919992,0.31263194483891477,middle,middle,0.047249228,0.9060909,0.046659894,0.9060909
A1,raw,133,0.3075536372969468,0.43888494,0.3118831668627356,middle,middle,0.039600592,0.9211546,0.039244805,0.9211546
A1,raw,134,0.3088076355197915,0.43563417,0.3041553588062757,middle,middle,0.037940264,0.92576605,0.036293667,0.92576605
A1,raw,135,0.310061633742636,0.43307406,0.29806940419139255,middle,middle,0.034146804,0.93354225,0.03231096,0.93354225
A1,raw,136,0.3113156319654807,0.4312298,0.29368518528750004,middle,middle,0.033266157,0.9358271,0.030906806,0.9358271
A1,raw,137,0.3125696301883253,0.42987746,0.2904703703522469,middle,middle,0.03031262,0.9417382,0.027949253,0.9417382
A1,raw,138,0.31382362841116995,0.43030164,0.2914787411755869,middle,middle,0.02995365,0.94222295,0.027823452,0.94222295
A1,raw,139,0.31507762663401445,0.42868012,0.28762402511763424,middle,middle,0.0284328,0.9455067,0.026060535,0.9455067
A1,raw,140,0.3163316248568591,0.42632744,0.2820311780511632,middle,middle,0.028976118,0.94537306,0.025650855,0.94537306
A1,raw,141,0.3175856230797036,0.42738637,0.28454849172922325,middle,middle,0.027864942,0.9470936,0.025041394,0.9470936
A1,raw,142,0.31883962130254834,0.42736092,0.28448799138160186,middle,middle,0.027839499,0.9471693,0.024991216,0.9471693
A1,raw,143,0.3200936195253929,0.42821988,0.2865299316013581,middle,middle,0.02746794,0.9475988,0.024933243,0.9475988
A1,raw,144,0.32134761774823756,0.42876065,0.2878154629562961,middle,middle,0.027954586,0.9466721,0.02537335,0.9466721
A1,raw,145,0.3226016159710823,0.42909992,0.28862198370040143,middle,middle,0.027378967,0.9475052,0.025115887,0.9475052
A1,raw,146,0.32385561419392683,0.42858744,0.2874037040088899,middle,middle,0.027286006,0.9478394,0.024874609,0.9478394
A1,raw,147,0.32510961241677144,0.42978978,0.2902619353628781,middle,middle,0.027106479,0.9477142,0.025179258,0.9477142
A1,raw,148,0.32636361063961605,0.43004274,0.2908632779143234,middle,middle,0.027085228,0.94771934,0.025195386,0.94771934
A1,raw,149,0.3276176088624607,0.43056393,0.292102263225787,middle,middle,0.02697654,0.9478453,0.02517822,0.9478453
A1,raw,150,0.3288716070853052,0.42780825,0.2855513949376505,middle,middle,0.028282622,0.9460726,0.025644816,0.9460726
A1,raw,151,0.3301256053081499,0.4302209,0.29128680411991137,middle,middle,0.027517602,0.9469814,0.025501058,0.9469814
A1,raw,152,0.3313796035309944,0.42877644,0.2878529993212839,middle,middle,0.027510684,0.94736403,0.025125258,0.94736403
A1,raw,153,0.33263360175383916,0.4315061,0.29434201224419027,middle,middle,0.027751304,0.9462463,0.026002357,0.9462463
A1,raw,154,0.3338875999766836,0.43216893,0.29591770754532304,middle,middle,0.028396508,0.9450191,0.026584303,0.9450191
A1,raw,155,0.33514159819952827,0.4339731,0.3002066235440628,middle,middle,0.028413089,0.9442355,0.027351374,0.9442355
A1,raw,156,0.3363955964223728,0.43381295,0.2998259111404654,middle,middle,0.028400745,0.9444979,0.027101412,0.9444979
A1,raw,157,0.33764959464521754,0.43551704,0.30387691457378524,middle,middle,0.029069027,0.942572,0.028358994,0.942572
A1,raw,158,0.33892662091897086,0.4366483,0.3065661728547312,middle,middle,0.029035069,0.94246376,0.028501185,0.94246376
A1,raw,159,0.3402266750753522,0.43482205,0.30222476775282925,middle,middle,0.029263487,0.9424284,0.028308142,0.9424284
A1,raw,160,0.3415497572826421,0.43389755,0.30002702428029904,middle,middle,0.028648019,0.9439725,0.027379518,0.9439725
A1,raw,161,0.3428958675408408,0.45037955,0.33920842818970265,middle,middle,0.028858045,0.93760806,0.03353382,0.93760806
A1,raw,162,0.3442650056816676,0.4462752,0.32945146937793457,middle,middle,0.02861887,0.9392496,0.032131597,0.9392496
A1,raw,163,0.34565717187340295,0.4467305,0.3305338194082677,middle,middle,0.02858352,0.93920165,0.032214824,0.93920165
A1,raw,164,0.3470723660319067,0.44993588,0.3381537252730369,middle,middle,0.02937228,0.9357744,0.034853335,0.9357744
A1,raw,165,0.3484875601904105,0.45374623,0.34721178026552535,middle,middle,0.029300261,0.9341214,0.036578383,0.9341214
A1,raw,166,0.34990275443305463,0.45637932,0.3534712246788133,middle,middle,0.03048484,0.9297352,0.039780017,0.9297352
A1,raw,167,0.3513179485915584,0.46138558,0.3653722254757732,middle,middle,0.03020817,0.92746145,0.042330366,0.92746145
A1,raw,168,0.3527331427500622,0.47055346,0.3871663286958279,middle,middle,0.03249297,0.9165054,0.05100166,0.9165054
A1,raw,169,0.35414833690856584,0.4835607,0.418087450172988,middle,middle,0.03510001,0.8993177,0.065582246,0.8993177
A1,raw,170,0.35556353106706967,0.49388233,0.4426242754389398,middle,middle,0.039400533,0.8695114,0.09108809,0.8695114
A1,raw,171,0.35697872530971375,0.5033934,0.4652342181206903,middle,middle,0.042865217,0.836924,0.1202108,0.836924
A1,raw,172,0.3583939194682176,0.5055533,0.4703687839685195,middle,middle,0.04706872,0.813908,0.13902324,0.813908
A1,raw,173,0.3598091136267213,0.5136125,0.4895273066227282,middle,middle,0.04765771,0.7944274,0.15791489,0.7944274
A1,raw,174,0.36122430786936544,0.51849055,0.5011235235466612,middle,middle,0.05074585,0.76092035,0.18833382,0.76092035
A1,raw,175,0.3626395020278692,0.5289565,0.5260034297622678,middle,middle,0.052335385,0.70989555,0.23776905,0.70989555
A1,raw,176,0.36405469627051334,0.52098805,0.5070606401747244,middle,middle,0.052849185,0.7453163,0.20183447,0.7453163
A1,raw,177,0.36546989042901706,0.5272335,0.5219074730254698,middle,middle,0.052462578,0.71912503,0.22841236,0.71912503
A1,raw,178,0.36688508458752084,0.52223736,0.5100305297341259,middle,middle,0.051987156,0.74147356,0.20653923,0.74147356
A1,raw,179,0.368300278830165,0.5195219,0.503575273390246,middle,middle,0.049533755,0.7643374,0.18612882,0.7643374
A1,raw,180,0.3697154729886687,0.50754213,0.4750966781280354,middle,middle,0.046515007,0.81486434,0.13862069,0.81486434
A1,raw,181,0.37113066714717247,0.5027605,0.46372967313013946,middle,middle,0.043390177,0.83643895,0.12017085,0.83643895
A1,raw,182,0.3725458613056763,0.49763444,0.45154388091294256,middle,middle,0.041947413,0.8520599,0.10599267,0.8520599
A1,raw,183,0.37396105546417985,0.4934488,0.4415936775723676,middle,middle,0.0422074,0.86129457,0.09649805,0.86129457
A1,raw,184,0.37537624970682415,0.49716693,0.4504325049790944,middle,middle,0.041669216,0.8566165,0.10171432,0.8566165
A1,raw,185,0.37679144386532776,0.4852418,0.42208380122941913,middle,middle,0.03851948,0.88504046,0.07644011,0.88504046
A1,raw,186,0.37820663802383164,0.47458526,0.39675081991545746,middle,middle,0.034933902,0.90610874,0.058957394,0.90610874
A1,raw,187,0.37962183218233536,0.47047713,0.38698487519744157,middle,middle,0.035102323,0.9090291,0.055868547,0.9090291
A1,raw,188,0.38103702634083914,0.4647055,0.3732644185631962,middle,middle,0.03220057,0.92002,0.047779378,0.92002
A1,raw,189,0.38245222058348327,0.46090433,0.364228186485881,middle,middle,0.031734116,0.923997,0.044268873,0.923997
A1,raw,190,0.3842404922043516,0.4567722,0.3544051883948628,middle,middle,0.029876202,0.93057346,0.039550368,0.93057346
A1,raw,191,0.38640184128758426,0.45233768,0.34386334157625287,middle,middle,0.029831516,0.933575,0.03659351,0.933575
A1,raw,192,0.3889362679173217,0.4494275,0.3369451921994133,middle,middle,0.02818618,0.9387111,0.033102732,0.9387111
A1,raw,193,0.39184377192528336,0.45533293,0.35098372138814715,middle,middle,0.027182324,0.93818736,0.034630287,0.93818736
A1,raw,194,0.39512435347974995,0.4504533,0.3393837484504913,middle,middle,0.026244083,0.94262296,0.031132977,0.94262296
A1,raw,195,0.39877801249658074,0.44878685,0.33542222372383035,middle,middle,0.025417663,0.9452827,0.029299665,0.9452827
A1,raw,196,0.4028047489757763,0.44513428,0.3267392471143551,middle,middle,0.024713073,0.94814163,0.027145328,0.94814163
A1,raw,197,0.40683148545497166,0.44631132,0.32953733470430324,middle,middle,0.023920301,0.9494139,0.026665797,0.9494139
A1,raw,198,0.41085822193416716,0.4423904,0.32021643006794487,middle,middle,0.023648124,0.9511586,0.025193268,0.9511586
A1,raw,199,0.41488495841336254,0.44125783,0.3175240576237225,middle,middle,0.023048945,0.952585,0.024366064,0.952585
A1,raw,200,0.4189116948925581,0.43987042,0.31422587344716946,middle,middle,0.022874499,0.95339644,0.02372904,0.95339644
A1,raw,201,0.4229384313717534,0.44113916,0.3172419524664642,middle,middle,0.02249941,0.9536843,0.023816302,0.9536843
A1,raw,202,0.42696516785094896,0.43986863,0.314221618216433,middle,middle,0.022424223,0.9541826,0.023393115,0.9541826
A1,raw,203,0.4309919042460039,0.44248894,0.3204506817085972,middle,middle,0.022463115,0.9532686,0.024268366,0.9532686
A1,raw,204,0.43501864072519925,0.43977445,0.3139977312718761,middle,middle,0.022946652,0.9529422,0.02411115,0.9529422
A1,raw,205,0.4390453772043946,0.4453777,0.327317910950032,middle,middle,0.0229187,0.95135146,0.02572981,0.95135146
A1,raw,206,0.44307211359944976,0.44291887,0.32147272156921913,middle,middle,0.0234408,0.95091736,0.02564187,0.95091736
A1,raw,207,0.44709885007864514,0.4470755,0.3313539616451774,middle,middle,0.023716895,0.9486446,0.027638523,0.9486446
A1,raw,208,0.45112558655784063,0.44635886,0.32965034792732556,middle,middle,0.024253234,0.94814956,0.02759717,0.94814956
A1,raw,209,0.455152323037036,0.45202142,0.34311152075351364,middle,middle,0.024397548,0.94480604,0.030796409,0.94480604
A1,raw,210,0.45917905951623156,0.45175317,0.3424738304490179,middle,middle,0.02477484,0.9442975,0.030927718,0.9442975
A1,raw,211,0.4632057959954269,0.45707557,0.35512636680185194,middle,middle,0.025091013,0.9408464,0.03406259,0.9408464
A1,raw,212,0.46723253247462226,0.45999682,0.36207083204698876,middle,middle,0.025788832,0.93727905,0.036932077,0.93727905
A1,raw,213,0.4712592689538178,0.46648896,0.3775041022554827,middle,middle,0.026577886,0.93132436,0.042097736,0.93132436
A1,raw,214,0.4752860054330132,0.47592893,0.39994502431971346,middle,middle,0.028204292,0.9214576,0.050338134,0.9214576
A1,raw,215,0.4793127419122085,0.46926838,0.38411140583841397,middle,middle,0.027538098,0.9290241,0.043437775,0.9290241
A1,raw,216,0.48333947830726365,0.4926544,0.43970521092598785,middle,middle,0.03162934,0.8957144,0.07265624,0.8957144
A1,raw,217,0.4873662147864592,0.4809557,0.4118947819783516,middle,middle,0.030368324,0.9104801,0.059151646,0.9104801
A1,raw,218,0.49139295126565435,0.49552202,0.4465221856547031,middle,middle,0.032873403,0.8853855,0.081741065,0.8853855
A1,raw,219,0.4954196876607095,0.48672298,0.4256048976887403,middle,middle,0.03255393,0.8953882,0.07205791,0.8953882
A1,raw,220,0.49944642413990487,0.5169382,0.49743324006414935,middle,middle,0.040056035,0.7977444,0.16219951,0.7977444
A1,raw,221,0.5034731606191004,0.5215835,0.5084761581311528,middle,middle,0.041269843,0.782278,0.17645219,0.782278
A1,raw,222,0.5080172527216286,0.5435706,0.5607444171953714,middle,middle,0.043910082,0.656405,0.29968494,0.656405
A1,raw,223,0.5130787005316301,0.54363286,0.5608924231538351,middle,middle,0.043961115,0.65998775,0.29605117,0.65998775
A1,raw,224,0.5186575039649646,0.56582767,0.6136544553891508,middle,middle,0.04351058,0.47845095,0.47803855,0.47845095
A1,raw,225,0.5247536630216317,0.59940237,0.6934690338284817,late,late,0.033917345,0.21236128,0.75372136,0.75372136
A1,raw,226,0.5313671777016317,0.61830604,0.7384072894794996,late,late,0.027273977,0.12462747,0.8480985,0.8480985
A1,raw,227,0.5384980480049646,0.6521367,0.8188303421419014,late,late,0.017640065,0.042480234,0.9398797,0.9398797
A1,raw,228,0.5461462739316305,0.6587535,0.8345599570786653,late,late,0.01631039,0.035080593,0.948609,0.948609
A1,raw,229,0.5537944998582961,0.6790881,0.8828998536892805,late,late,0.012959234,0.020178568,0.96686214,0.96686214
A1,raw,230,0.5614427257849618,0.6886471,0.9056237367113644,late,late,0.011705126,0.015283748,0.9730111,0.9730111
A1,raw,231,0.5690909517116278,0.69729966,0.9261928089241027,late,late,0.010349245,0.011606146,0.97804457,0.97804457
A1,raw,232,0.5767391776382933,0.7031369,0.9400692352167932,late,late,0.009663571,0.0097541055,0.9805823,0.9805823
A1,raw,233,0.5843874036490995,0.7091807,0.9544367008731247,late,late,0.0089600645,0.00822885,0.9828111,0.9828111
A1,raw,234,0.5920356296599056,0.71226776,0.961775333608992,late,late,0.008680475,0.0075211707,0.9837984,0.9837984
A1,raw,235,0.5996838556707117,0.7165055,0.9718493903134597,late,late,0.008318818,0.0068305964,0.9848505,0.9848505
A1,raw,236,0.6073320816815179,0.71472526,0.9676173612820511,late,late,0.008647666,0.006930022,0.9844223,0.9844223
A1,raw,237,0.6149803076923238,0.7191046,0.9780280328872328,late,late,0.008166681,0.006463679,0.9853697,0.9853697
A1,raw,238,0.6226285336189898,0.7185916,0.9768085170393065,late,late,0.008310252,0.006437049,0.9852527,0.9852527
